match_id,temporada,fecha,jornada,round_type,round_id,week_id,equipo_local,equipo_visitante,club_local_id,club_visitante_id,pts_local,pts_visitante,ganador,entrenador_local,entrenador_visitante,loc_asistencias,loc_faltas_cometidas,loc_perdidas,loc_reb_defensivos,loc_reb_ofensivos,loc_reb_totales,loc_recuperaciones,loc_t2_anotados,loc_t2_intentados,loc_t2_pct,loc_t3_anotados,loc_t3_intentados,loc_t3_pct,loc_tapones_contra,loc_tapones_favor,loc_tl_anotados,loc_tl_intentados,loc_tl_pct,loc_valoracion,vis_asistencias,vis_faltas_cometidas,vis_perdidas,vis_reb_defensivos,vis_reb_ofensivos,vis_reb_totales,vis_recuperaciones,vis_t2_anotados,vis_t2_intentados,vis_t2_pct,vis_t3_anotados,vis_t3_intentados,vis_t3_pct,vis_tapones_contra,vis_tapones_favor,vis_tl_anotados,vis_tl_intentados,vis_tl_pct,vis_valoracion
101323,2020-21,2021-02-02T19:30:00Z,19,LR,5144,21,Real Madrid,UCAM Murcia CB,9,12,98,87,local,Pablo Laso,Sito Alonso,12,16,10,24,11,35,4,19,37,0.5135,12,26,0.4615,1,2,24,30,0.8,113,18,27,10,21,11,32,9,21,42,0.5,10,29,0.3448,2,1,15,17,0.8824,82
101324,2020-21,2021-01-03T17:30:00Z,18,LR,5145,16,Urbas Fuenlabrada,Barça,17,2,67,83,visitante,Javier Juárez,Sarunas Jasikevicius ,16,20,14,14,8,22,8,21,45,0.4667,2,14,0.1429,4,1,19,26,0.7308,57,16,24,18,27,8,35,7,24,42,0.5714,4,14,0.2857,1,4,23,24,0.9583,91
101325,2020-21,2020-12-19T17:00:00Z,15,LR,5159,14,Hereda San Pablo Burgos,BAXI Manresa,549,10,91,80,local,Joan Peñarroya,Pedro Martínez,20,22,9,29,3,32,9,18,31,0.5806,13,33,0.3939,1,8,16,23,0.6957,107,23,19,14,31,14,45,4,21,45,0.4667,7,29,0.2414,8,1,17,24,0.7083,81
101326,2020-21,2021-01-26T17:00:00Z,18,LR,5145,20,UCAM Murcia CB,BAXI Manresa,12,10,93,103,visitante,Sito Alonso,Pedro Martínez,15,27,24,15,18,33,11,25,41,0.6098,8,26,0.3077,4,3,19,31,0.6129,82,22,28,22,16,8,24,8,23,35,0.6571,13,28,0.4643,3,4,18,25,0.72,100
101327,2020-21,2021-01-02T15:00:00Z,18,LR,5145,16,RETAbet Bilbao Basket,Acunsa GBC,4,7,81,80,local,Álex Mumbrú,Marcelo Nicola,15,23,17,25,6,31,7,18,31,0.5806,9,21,0.4286,1,3,18,24,0.75,85,15,21,14,21,13,34,9,12,31,0.3871,13,36,0.3611,3,1,17,22,0.7727,76
101328,2020-21,2021-01-02T17:00:00Z,18,LR,5145,16,Iberostar Tenerife,Real Madrid,28,9,85,92,visitante,Txus Vidorreta,Pablo Laso,23,22,12,15,8,23,8,20,40,0.5,13,26,0.5,2,0,6,7,0.8571,86,18,17,14,24,15,39,8,24,36,0.6667,11,28,0.3929,0,2,11,16,0.6875,116
101329,2020-21,2021-01-02T19:45:00Z,18,LR,5145,16,Casademont Zaragoza,Coosur Real Betis,16,15,96,95,local,Sergio Hernández,Joan Plaza,17,23,15,26,3,29,5,30,43,0.6977,6,22,0.2727,2,8,18,23,0.7826,103,12,22,14,24,16,40,10,24,54,0.4444,11,30,0.3667,8,2,14,21,0.6667,80
101330,2020-21,2021-01-03T11:30:00Z,18,LR,5145,16,Hereda San Pablo Burgos,Unicaja,549,14,95,83,local,Joan Peñarroya,Luis Casimiro,16,22,12,25,16,41,9,20,44,0.4545,14,35,0.4,3,3,13,19,0.6842,93,13,17,14,27,13,40,7,28,48,0.5833,3,24,0.125,3,3,18,20,0.9,91
101331,2020-21,2021-01-02T19:45:00Z,18,LR,5145,16,Valencia Basket Club,Herbalife Gran Canaria,13,5,101,85,local,Jaume Ponsarnau,Porfirio Fisac,27,18,8,20,10,30,6,28,46,0.6087,11,25,0.44,3,4,12,13,0.9231,123,17,17,12,17,8,25,5,19,33,0.5758,12,29,0.4138,4,3,11,14,0.7857,86
101332,2020-21,2021-01-02T17:30:00Z,18,LR,5145,16,TD Systems Baskonia,MoraBanc Andorra,3,22,84,67,local,Dusko Ivanovic,Ibon Navarro,15,16,18,29,9,38,11,26,36,0.7222,6,25,0.24,0,7,14,16,0.875,107,12,18,13,18,7,25,8,13,37,0.3514,10,28,0.3571,7,0,11,16,0.6875,42
101333,2020-21,2020-12-29T17:30:00Z,17,LR,5161,16,Acunsa GBC,BAXI Manresa,7,10,71,78,visitante,Marcelo Nicola,Pedro Martínez,14,20,17,24,11,35,7,20,45,0.4444,8,23,0.3478,3,1,7,10,0.7,63,20,18,13,26,6,32,6,19,36,0.5278,9,24,0.375,1,3,13,16,0.8125,92
101334,2020-21,2020-12-29T20:15:00Z,17,LR,5161,16,Movistar Estudiantes,Iberostar Tenerife,6,28,64,90,visitante,Javier Zamora,Txus Vidorreta,14,23,10,21,11,32,3,20,38,0.5263,6,27,0.2222,2,2,6,9,0.6667,53,17,15,7,22,9,31,4,20,35,0.5714,13,28,0.4643,2,2,11,19,0.5789,104
101335,2020-21,2021-03-03T17:00:00Z,18,LR,5145,23,Monbus Obradoiro,Movistar Estudiantes,57,6,87,91,visitante,Moncho Fernández,Jota Cuspinera,16,15,12,22,7,29,5,17,27,0.6296,12,31,0.3871,3,2,17,20,0.85,97,20,20,7,19,4,23,8,23,41,0.561,13,29,0.4483,2,3,6,8,0.75,95
101336,2020-21,2020-11-08T12:00:00Z,10,LR,5162,9,Iberostar Tenerife,Coosur Real Betis,28,15,77,73,local,Txus Vidorreta,Curro Segura,11,21,17,20,5,25,8,16,29,0.5517,7,20,0.35,1,2,24,27,0.8889,81,14,26,15,17,12,29,9,17,35,0.4857,9,24,0.375,2,1,12,15,0.8,68
101337,2020-21,2020-12-20T19:00:00Z,15,LR,5159,14,Valencia Basket Club,UCAM Murcia CB,13,12,89,78,local,Jaume Ponsarnau,Sito Alonso,24,17,12,21,11,32,3,18,30,0.6,12,33,0.3636,1,2,17,23,0.7391,103,17,22,11,19,16,35,8,22,49,0.449,8,26,0.3077,2,1,10,15,0.6667,71
101338,2020-21,2020-12-20T15:00:00Z,15,LR,5159,14,TD Systems Baskonia,Iberostar Tenerife,3,28,79,72,local,Dusko Ivanovic,Txus Vidorreta,23,18,11,28,6,34,11,25,42,0.5952,4,17,0.2353,0,3,17,25,0.68,101,16,18,12,23,9,32,6,19,42,0.4524,9,28,0.3214,3,0,7,9,0.7778,67
101339,2020-21,2020-11-21T19:45:00Z,12,LR,5156,11,Monbus Obradoiro,Hereda San Pablo Burgos,57,549,63,78,visitante,Moncho Fernández,Joan Peñarroya,13,16,19,23,12,35,12,13,30,0.4333,10,35,0.2857,2,3,7,8,0.875,66,11,20,18,28,10,38,15,24,41,0.5854,8,22,0.3636,3,2,6,12,0.5,82
101340,2020-21,2020-11-21T19:45:00Z,12,LR,5156,11,Herbalife Gran Canaria,MoraBanc Andorra,5,22,62,79,visitante,Porfirio Fisac,Ibon Navarro,14,18,14,22,16,38,8,12,33,0.3636,8,32,0.25,3,0,14,19,0.7368,63,15,26,14,28,7,35,7,15,28,0.5357,13,28,0.4643,0,3,10,18,0.5556,80
101341,2020-21,2020-11-22T17:30:00Z,12,LR,5156,11,Casademont Zaragoza,Barça,16,2,85,97,visitante,Sergio Hernández,Sarunas Jasikevicius ,17,22,15,27,8,35,7,17,37,0.4595,12,30,0.4,3,2,15,21,0.7143,84,21,23,10,26,10,36,7,30,54,0.5556,8,24,0.3333,2,3,13,19,0.6842,104
101342,2020-21,2020-11-22T19:00:00Z,12,LR,5156,11,Real Madrid,BAXI Manresa,9,10,100,78,local,Pablo Laso,Pedro Martínez,15,15,14,27,6,33,9,27,40,0.675,7,20,0.35,1,6,25,27,0.9259,127,17,22,14,14,12,26,9,25,50,0.5,8,22,0.3636,6,1,4,8,0.5,61
101343,2020-21,2020-11-22T16:00:00Z,12,LR,5156,11,Valencia Basket Club,Iberostar Tenerife,13,28,89,95,visitante,Jaume Ponsarnau,Txus Vidorreta,22,19,9,18,10,28,4,16,35,0.4571,13,30,0.4333,2,3,18,18,1.0,102,18,22,9,22,6,28,3,19,39,0.4872,13,24,0.5417,3,2,18,21,0.8571,97
101344,2020-21,2020-11-14T17:00:00Z,11,LR,5155,10,Urbas Fuenlabrada,Casademont Zaragoza,17,16,82,81,local,Javier Juárez,Sergio Hernández,12,23,13,26,4,30,5,26,46,0.5652,4,13,0.3077,3,1,18,26,0.6923,80,13,26,15,23,9,32,7,17,31,0.5484,12,33,0.3636,1,3,11,17,0.6471,76
101345,2020-21,2020-11-12T20:15:00Z,11,LR,5155,10,BAXI Manresa,Iberostar Tenerife,10,28,80,88,visitante,Pedro Martínez,Txus Vidorreta,18,20,19,18,8,26,7,27,42,0.6429,6,20,0.3,1,0,8,10,0.8,78,17,18,17,16,3,19,16,22,34,0.6471,10,21,0.4762,0,1,14,16,0.875,101
101346,2020-21,2021-01-04T20:15:00Z,11,LR,5155,17,Club Joventut Badalona,Valencia Basket Club,8,13,80,91,visitante,Carles Duran,Jaume Ponsarnau,19,19,14,20,4,24,9,22,38,0.5789,9,25,0.36,2,1,9,16,0.5625,73,18,14,18,25,3,28,6,22,30,0.7333,12,27,0.4444,1,2,11,12,0.9167,107
101347,2020-21,2020-11-15T11:30:00Z,11,LR,5155,10,Unicaja,Acunsa GBC,14,7,104,69,local,Luis Casimiro,Marcelo Nicola,24,12,13,27,9,36,6,23,34,0.6765,16,32,0.5,4,4,10,12,0.8333,134,14,18,15,14,13,27,8,20,48,0.4167,7,21,0.3333,4,4,8,12,0.6667,51
101348,2020-21,2021-01-04T17:30:00Z,11,LR,5155,17,MoraBanc Andorra,Real Madrid,22,9,69,75,visitante,Ibon Navarro,Pablo Laso,17,18,9,24,12,36,6,17,37,0.4595,9,31,0.2903,1,1,8,11,0.7273,73,15,17,13,30,5,35,5,18,30,0.6,10,28,0.3571,1,1,9,12,0.75,85
101349,2020-21,2020-11-15T19:00:00Z,11,LR,5155,10,RETAbet Bilbao Basket,UCAM Murcia CB,4,12,63,73,visitante,Álex Mumbrú,Sito Alonso,14,21,18,17,6,23,5,14,35,0.4,8,22,0.3636,6,4,11,15,0.7333,44,12,19,14,26,8,34,6,24,44,0.5455,5,20,0.25,4,6,10,15,0.6667,74
101350,2020-21,2020-11-15T16:00:00Z,11,LR,5155,10,Hereda San Pablo Burgos,Movistar Estudiantes,549,6,91,71,local,Joan Peñarroya,Javier Zamora,23,18,16,22,7,29,12,22,39,0.5641,10,18,0.5556,3,3,17,26,0.6538,108,13,21,19,19,12,31,8,18,35,0.5143,7,26,0.2692,3,3,14,21,0.6667,58
101351,2020-21,2020-11-14T19:45:00Z,11,LR,5155,10,Barça,Coosur Real Betis,2,15,82,53,local,Sarunas Jasikevicius ,Curro Segura,16,18,16,27,10,37,5,22,42,0.5238,8,19,0.4211,4,6,14,17,0.8235,93,15,19,10,18,11,29,13,7,35,0.2,9,24,0.375,6,4,12,18,0.6667,48
101352,2020-21,2020-11-15T11:30:00Z,11,LR,5155,10,TD Systems Baskonia,Monbus Obradoiro,3,57,80,74,local,Dusko Ivanovic,Moncho Fernández,18,13,7,27,10,37,6,23,41,0.561,8,23,0.3478,0,2,10,17,0.5882,104,17,21,8,22,5,27,3,18,30,0.6,11,32,0.3438,2,0,5,8,0.625,67
101353,2020-21,2020-12-13T16:00:00Z,10,LR,5162,13,Acunsa GBC,MoraBanc Andorra,7,22,86,82,local,Marcelo Nicola,Ibon Navarro,16,24,24,21,11,32,15,20,38,0.5263,12,32,0.375,1,1,10,15,0.6667,78,7,20,21,21,6,27,13,15,32,0.4688,10,29,0.3448,1,1,22,23,0.9565,74
101354,2020-21,2020-11-08T17:30:00Z,10,LR,5162,9,Movistar Estudiantes,Barça,6,2,78,92,visitante,Javier Zamora,Sarunas Jasikevicius ,15,28,14,20,16,36,9,19,43,0.4419,11,31,0.3548,3,3,7,8,0.875,68,22,17,12,22,11,33,7,18,34,0.5294,11,25,0.44,3,3,23,33,0.697,113
101355,2020-21,2020-11-07T17:00:00Z,10,LR,5162,9,UCAM Murcia CB,Herbalife Gran Canaria,12,5,74,78,visitante,Sito Alonso,Porfirio Fisac,14,21,11,24,17,41,5,19,41,0.4634,8,30,0.2667,1,0,12,14,0.8571,73,14,18,7,21,10,31,4,19,35,0.5429,9,29,0.3103,0,1,13,17,0.7647,84
101356,2020-21,2020-11-22T15:00:00Z,12,LR,5156,11,Coosur Real Betis,RETAbet Bilbao Basket,15,4,89,96,visitante,Curro Segura,Álex Mumbrú,14,25,9,16,6,22,8,26,45,0.5778,8,22,0.3636,3,2,13,16,0.8125,82,23,20,13,23,8,31,6,18,33,0.5455,13,26,0.5,2,3,21,26,0.8077,116
101357,2020-21,2020-11-21T17:00:00Z,12,LR,5156,11,UCAM Murcia CB,Urbas Fuenlabrada,12,17,84,81,local,Sito Alonso,Javier Juárez,17,29,16,17,9,26,6,23,44,0.5227,6,20,0.3,3,6,20,27,0.7407,77,14,28,17,23,6,29,8,23,41,0.561,4,17,0.2353,6,3,23,31,0.7419,72
101358,2020-21,2020-11-22T11:30:00Z,12,LR,5156,11,Movistar Estudiantes,Unicaja,6,14,90,92,visitante,Javier Zamora,Luis Casimiro,19,23,18,27,6,33,2,18,27,0.6667,13,30,0.4333,2,7,15,19,0.7895,98,12,20,6,19,5,24,10,27,48,0.5625,6,22,0.2727,7,2,20,26,0.7692,86
101359,2020-21,2020-11-22T11:30:00Z,12,LR,5156,11,Acunsa GBC,Club Joventut Badalona,7,8,68,99,visitante,Marcelo Nicola,Carles Duran,10,25,9,15,9,24,9,20,40,0.5,5,25,0.2,4,1,13,15,0.8667,46,23,14,14,27,8,35,4,19,34,0.5588,14,20,0.7,1,4,19,27,0.7037,132
101360,2020-21,2020-12-13T11:00:00Z,14,LR,5158,13,Movistar Estudiantes,Valencia Basket Club,6,13,81,86,visitante,Javier Zamora,Jaume Ponsarnau,15,28,9,19,8,27,10,24,40,0.6,6,28,0.2143,1,3,15,19,0.7895,75,17,19,14,25,6,31,2,13,25,0.52,12,29,0.4138,3,1,24,30,0.8,93
101361,2020-21,2020-12-09T17:30:00Z,14,LR,5158,13,UCAM Murcia CB,Acunsa GBC,12,7,90,73,local,Sito Alonso,Marcelo Nicola,14,25,13,24,7,31,4,22,37,0.5946,10,23,0.4348,2,5,16,23,0.6957,92,9,23,10,20,19,39,7,17,44,0.3864,7,29,0.2414,5,2,18,26,0.6923,60
101362,2020-21,2020-12-12T19:45:00Z,14,LR,5158,13,Coosur Real Betis,TD Systems Baskonia,15,3,73,77,visitante,Joan Plaza,Dusko Ivanovic,15,21,19,17,16,33,11,17,34,0.5,12,37,0.3243,4,2,3,7,0.4286,59,16,15,18,23,11,34,9,21,38,0.5526,5,18,0.2778,2,4,20,25,0.8,91
101363,2020-21,2020-12-13T19:00:00Z,14,LR,5158,13,Monbus Obradoiro,Barça,57,2,75,78,visitante,Moncho Fernández,Sarunas Jasikevicius ,17,22,13,17,8,25,8,17,27,0.6296,8,26,0.3077,2,1,17,26,0.6538,76,10,24,12,21,3,24,5,23,36,0.6389,6,15,0.4,1,2,14,18,0.7778,78
101364,2020-21,2020-12-12T17:00:00Z,14,LR,5158,13,BAXI Manresa,Club Joventut Badalona,10,8,85,80,local,Pedro Martínez,Carles Duran,22,20,12,19,17,36,10,21,38,0.5526,8,30,0.2667,0,2,19,21,0.9048,104,12,22,15,18,9,27,8,26,41,0.6341,3,15,0.2,2,0,19,23,0.8261,77
101365,2020-21,2020-12-13T19:00:00Z,14,LR,5158,13,Herbalife Gran Canaria,Urbas Fuenlabrada,5,17,87,71,local,Porfirio Fisac,Javier Juárez,12,20,12,22,9,31,5,22,36,0.6111,10,28,0.3571,1,3,13,15,0.8667,92,14,21,13,18,5,23,6,22,38,0.5789,5,19,0.2632,3,1,12,17,0.7059,63
101366,2020-21,2020-12-12T19:45:00Z,14,LR,5158,13,Iberostar Tenerife,Hereda San Pablo Burgos,28,549,85,79,local,Txus Vidorreta,Joan Peñarroya,15,19,16,22,3,25,6,17,38,0.4474,9,15,0.6,2,0,24,27,0.8889,88,15,24,16,21,8,29,12,23,38,0.6053,6,26,0.2308,0,2,15,17,0.8824,79
101367,2020-21,2020-12-13T16:00:00Z,14,LR,5158,13,Casademont Zaragoza,RETAbet Bilbao Basket,16,4,105,76,local,Sergio Hernández,Álex Mumbrú,27,21,12,29,3,32,7,29,40,0.725,10,26,0.3846,2,1,17,26,0.6538,126,10,25,15,23,9,32,5,24,49,0.4898,4,21,0.1905,1,2,16,22,0.7273,57
101368,2020-21,2020-12-20T17:30:00Z,15,LR,5159,14,Barça,Club Joventut Badalona,2,8,88,74,local,Sarunas Jasikevicius ,Carles Duran,22,24,11,22,8,30,6,23,40,0.575,7,18,0.3889,3,6,21,24,0.875,106,9,24,14,17,14,31,7,18,44,0.4091,5,17,0.2941,6,3,23,28,0.8214,61
101369,2020-21,2020-12-13T17:30:00Z,14,LR,5158,13,Real Madrid,Unicaja,9,14,91,84,local,Pablo Laso,Luis Casimiro,16,18,16,22,8,30,6,20,28,0.7143,10,30,0.3333,0,0,21,23,0.913,100,11,21,13,19,11,30,12,17,35,0.4857,12,31,0.3871,0,0,14,15,0.9333,83
101370,2020-21,2020-12-05T19:45:00Z,13,LR,5157,12,Club Joventut Badalona,Casademont Zaragoza,8,16,88,81,local,Carles Duran,Sergio Hernández,17,17,18,25,6,31,7,21,42,0.5,10,22,0.4545,5,4,16,19,0.8421,94,7,23,17,23,6,29,9,24,38,0.6316,7,27,0.2593,4,5,12,14,0.8571,67
101371,2020-21,2020-12-06T16:00:00Z,13,LR,5157,12,Unicaja,UCAM Murcia CB,14,12,102,81,local,Luis Casimiro,Sito Alonso,19,11,10,17,7,24,8,26,36,0.7222,10,22,0.4545,0,4,20,24,0.8333,132,15,22,12,17,17,34,6,29,52,0.5577,6,17,0.3529,4,0,5,10,0.5,70
101372,2020-21,2020-12-06T11:00:00Z,13,LR,5157,12,MoraBanc Andorra,Coosur Real Betis,22,15,72,55,local,Ibon Navarro,Joan Plaza,18,20,12,25,16,41,9,19,38,0.5,6,25,0.24,5,2,16,24,0.6667,82,10,23,17,18,12,30,10,16,35,0.4571,3,27,0.1111,2,5,14,17,0.8235,42
101373,2020-21,2020-12-06T11:30:00Z,13,LR,5157,12,RETAbet Bilbao Basket,Movistar Estudiantes,4,6,77,78,visitante,Álex Mumbrú,Javier Zamora,16,21,11,25,9,34,5,16,37,0.4324,8,21,0.381,5,1,21,28,0.75,81,11,26,11,23,8,31,5,18,40,0.45,9,23,0.3913,1,5,15,18,0.8333,73
101374,2020-21,2020-12-05T17:00:00Z,13,LR,5157,12,Iberostar Tenerife,Monbus Obradoiro,28,57,107,62,local,Txus Vidorreta,Moncho Fernández,25,18,12,26,8,34,11,25,34,0.7353,14,23,0.6087,1,0,15,16,0.9375,143,11,16,14,8,8,16,6,17,31,0.5484,8,29,0.2759,0,1,4,8,0.5,45
101375,2020-21,2020-12-06T17:30:00Z,13,LR,5157,12,Hereda San Pablo Burgos,Real Madrid,549,9,60,74,visitante,Joan Peñarroya,Pablo Laso,16,22,18,23,8,31,7,13,26,0.5,7,38,0.1842,2,1,13,14,0.9286,39,8,12,14,27,7,34,12,18,30,0.6,7,24,0.2917,1,2,17,22,0.7727,90
101376,2020-21,2020-12-06T19:00:00Z,13,LR,5157,12,Barça,Herbalife Gran Canaria,2,5,91,63,local,Sarunas Jasikevicius ,Porfirio Fisac,17,14,10,32,8,40,8,24,36,0.6667,10,22,0.4545,1,0,13,18,0.7222,121,14,19,9,16,10,26,9,16,35,0.4571,7,32,0.2188,0,1,10,10,1.0,55
101377,2020-21,2020-12-06T16:00:00Z,13,LR,5157,12,TD Systems Baskonia,Acunsa GBC,3,7,83,71,local,Dusko Ivanovic,Marcelo Nicola,17,10,19,30,7,37,7,24,39,0.6154,7,18,0.3889,2,3,14,18,0.7778,106,18,20,12,19,7,26,16,21,41,0.5122,8,28,0.2857,3,2,5,6,0.8333,67
101378,2020-21,2020-12-05T19:45:00Z,13,LR,5157,12,Urbas Fuenlabrada,Valencia Basket Club,17,13,61,68,visitante,Javier Juárez,Jaume Ponsarnau,11,16,13,25,10,35,12,19,37,0.5135,4,25,0.16,1,7,11,13,0.8462,73,15,18,17,28,8,36,6,19,40,0.475,8,22,0.3636,7,1,6,7,0.8571,64
101379,2020-21,2021-05-23T15:00:00Z,38,LR,5163,67,UCAM Murcia CB,Casademont Zaragoza,12,16,91,68,local,Sito Alonso,Luis Casimiro,19,19,12,34,13,47,6,27,46,0.587,8,22,0.3636,1,6,13,22,0.5909,112,10,17,10,20,8,28,3,26,52,0.5,0,17,0.0,6,1,16,21,0.7619,47
101456,2020-21,2021-05-31T20:00:00Z,0,PO,5240,69,Real Madrid,Herbalife Gran Canaria,9,5,103,79,local,Pablo Laso,Porfirio Fisac,19,13,12,28,18,46,4,28,47,0.5957,10,23,0.4348,2,4,17,21,0.8095,135,18,23,8,10,7,17,7,20,42,0.4762,10,29,0.3448,4,2,9,10,0.9,59
101457,2020-21,2021-06-02T20:00:00Z,0,PO,5241,69,Herbalife Gran Canaria,Real Madrid,5,9,75,81,visitante,Porfirio Fisac,Pablo Laso,12,17,6,25,9,34,4,17,41,0.4146,7,24,0.2917,4,2,20,25,0.8,74,17,21,10,26,12,38,5,15,40,0.375,14,31,0.4516,2,4,9,12,0.75,84
101459,2020-21,2021-05-31T17:45:00Z,0,PO,5240,69,Valencia Basket Club,TD Systems Baskonia,13,3,87,86,local,Jaume Ponsarnau,Dusko Ivanovic,21,16,12,26,7,33,7,21,35,0.6,10,30,0.3333,2,2,15,17,0.8824,101,13,17,11,25,10,35,7,22,42,0.5238,10,28,0.3571,2,2,12,13,0.9231,90
101460,2020-21,2021-06-02T17:45:00Z,0,PO,5241,69,TD Systems Baskonia,Valencia Basket Club,3,13,76,65,local,Dusko Ivanovic,Jaume Ponsarnau,20,16,8,18,12,30,13,24,43,0.5581,8,28,0.2857,3,2,4,4,1.0,90,11,15,21,24,11,35,5,17,25,0.68,7,29,0.2414,2,3,10,14,0.7143,63
101461,2020-21,2021-06-04T20:00:00Z,0,PO,5242,69,Valencia Basket Club,TD Systems Baskonia,13,3,78,73,local,Jaume Ponsarnau,Dusko Ivanovic,20,16,14,23,5,28,8,23,35,0.6571,8,21,0.381,1,2,8,12,0.6667,93,14,17,14,15,7,22,9,19,34,0.5588,10,26,0.3846,2,1,5,6,0.8333,70
101462,2020-21,2021-06-01T20:00:00Z,0,PO,5240,69,Barça,Club Joventut Badalona,2,8,84,74,local,Sarunas Jasikevicius ,Carles Duran,16,22,9,21,7,28,6,21,35,0.6,8,25,0.32,0,2,18,24,0.75,89,12,22,13,23,6,29,7,21,40,0.525,5,13,0.3846,2,0,17,24,0.7083,73
101463,2020-21,2021-06-03T20:00:00Z,0,PO,5241,69,Club Joventut Badalona,Barça,8,2,72,63,local,Carles Duran,Sarunas Jasikevicius ,16,27,13,25,10,35,5,16,35,0.4571,8,24,0.3333,2,2,16,22,0.7273,70,12,24,15,25,13,38,11,18,39,0.4615,5,21,0.2381,2,2,12,23,0.5217,64
101464,2020-21,2021-06-05T16:30:00Z,0,PO,5242,69,Barça,Club Joventut Badalona,2,8,94,73,local,Sarunas Jasikevicius ,Carles Duran,22,20,9,27,7,34,6,24,38,0.6316,12,32,0.375,1,6,10,10,1.0,115,14,17,12,24,4,28,5,23,42,0.5476,5,23,0.2174,6,1,12,16,0.75,65
101465,2020-21,2021-06-01T17:45:00Z,0,PO,5240,69,Lenovo Tenerife,Hereda San Pablo Burgos,28,549,86,78,local,Txus Vidorreta,Joan Peñarroya,17,20,15,17,5,22,12,18,28,0.6429,12,29,0.4138,0,0,14,17,0.8235,96,16,24,19,16,10,26,10,19,33,0.5758,6,18,0.3333,0,0,22,26,0.8462,77
101466,2020-21,2021-06-03T17:45:00Z,0,PO,5241,69,Hereda San Pablo Burgos,Lenovo Tenerife,549,28,68,92,visitante,Joan Peñarroya,Txus Vidorreta,15,20,12,18,10,28,1,17,33,0.5152,8,27,0.2963,1,0,10,17,0.5882,55,21,18,7,20,2,22,7,16,24,0.6667,15,30,0.5,0,1,15,18,0.8333,112
101489,2020-21,2021-06-06T16:30:00Z,0,PO,5243,69,Real Madrid,Valencia Basket Club,9,13,81,70,local,Pablo Laso,Jaume Ponsarnau,15,16,14,34,17,51,7,17,34,0.5,10,33,0.303,0,6,17,21,0.8095,105,15,19,9,24,6,30,8,17,41,0.4146,8,28,0.2857,6,0,12,14,0.8571,59
101490,2020-21,2021-06-07T19:15:00Z,0,PO,5243,70,Barça,Lenovo Tenerife,2,28,112,69,local,Sarunas Jasikevicius ,Txus Vidorreta,21,25,7,25,7,32,4,21,36,0.5833,17,32,0.5312,2,1,19,21,0.9048,126,14,22,13,16,4,20,4,20,40,0.5,4,16,0.25,1,2,17,22,0.7727,61
101491,2020-21,2021-06-08T19:15:00Z,0,PO,5244,70,Valencia Basket Club,Real Madrid,13,9,85,67,local,Jaume Ponsarnau,Pablo Laso,20,16,10,24,3,27,4,30,45,0.6667,6,16,0.375,3,6,7,10,0.7,100,15,16,13,22,9,31,4,16,35,0.4571,9,27,0.3333,6,3,8,9,0.8889,62
101492,2020-21,2021-06-09T19:15:00Z,0,PO,5244,70,Lenovo Tenerife,Barça,28,2,80,68,local,Txus Vidorreta,Sarunas Jasikevicius ,16,22,14,26,14,40,8,23,40,0.575,6,24,0.25,5,3,16,19,0.8421,89,13,21,13,20,11,31,6,17,38,0.4474,5,24,0.2083,3,5,19,19,1.0,68
101493,2020-21,2021-06-10T20:00:00Z,0,PO,5245,70,Real Madrid,Valencia Basket Club,9,13,80,77,local,Pablo Laso,Jaume Ponsarnau,15,21,10,25,13,38,5,14,31,0.4516,12,34,0.3529,1,3,16,18,0.8889,89,11,21,7,23,5,28,7,15,35,0.4286,10,23,0.4348,3,1,17,20,0.85,78
101494,2020-21,2021-06-11T20:00:00Z,0,PO,5245,70,Barça,Lenovo Tenerife,2,28,89,72,local,Sarunas Jasikevicius ,Txus Vidorreta,17,21,11,20,7,27,10,18,32,0.5625,10,21,0.4762,1,5,23,28,0.8214,109,18,26,15,16,5,21,5,12,28,0.4286,11,27,0.4074,5,1,15,17,0.8824,57
101495,2020-21,2021-06-13T16:30:00Z,0,PO,5246,70,Real Madrid,Barça,9,2,75,89,visitante,Pablo Laso,Sarunas Jasikevicius ,13,29,12,22,19,41,7,18,49,0.3673,8,27,0.2963,6,1,15,21,0.7143,56,11,22,11,27,9,36,6,20,34,0.5882,9,22,0.4091,1,6,22,34,0.6471,102
101497,2020-21,2021-06-15T20:00:00Z,0,PO,5247,71,Barça,Real Madrid,2,9,92,73,local,Sarunas Jasikevicius ,Pablo Laso,15,23,12,24,11,35,5,28,44,0.6364,8,20,0.4,3,2,12,15,0.8,100,12,20,11,17,8,25,8,22,44,0.5,4,16,0.25,2,3,17,25,0.68,69
102722,2021-22,2021-09-18T16:00:00Z,1,LR,5409,135,Joventut Badalona,Surne Bilbao Basket,8,4,85,79,local,Carles Duran,Álex Mumbrú,14,18,10,21,9,30,4,23,36,0.6389,7,18,0.3889,3,3,18,22,0.8182,96,19,19,11,16,12,28,8,17,35,0.4857,13,31,0.4194,3,3,6,11,0.5455,81
102723,2021-22,2022-03-05T19:45:00Z,24,LR,5418,159,BAXI Manresa,Urbas Fuenlabrada,10,17,99,89,local,Pedro Martínez,Josep Mª Raventós,16,17,17,22,6,28,8,26,42,0.619,11,20,0.55,2,4,14,17,0.8235,110,21,19,14,20,11,31,9,25,45,0.5556,9,25,0.36,4,2,12,15,0.8,92
