game_id,fecha,equipo_local,club_local_id,equipo_visitante,club_visitante_id,pts_local,pts_visitante,ganador,temporada,is_playoff
2024_0414_450_10,2024-04-14T00:00:00+00:00,ALBA Berlin,10,SYNTAINICS MBC Weissenfels,450,76,67,local,2023-24,0
2024_0414_2745_219,2024-04-14T00:00:00+00:00,FC Bayern Muenchen Basketball,219,FITOne Wuerzburg Baskets,2745,90,82,local,2023-24,0
2024_0417_19629_10,2024-04-17T00:00:00+00:00,ALBA Berlin,10,Veolia Towers Hamburg,19629,84,76,local,2023-24,0
2024_0419_447_2457,2024-04-19T00:00:00+00:00,Rasta Vechta,2457,Baskets Paderborn,447,88,77,local,2023-24,0
2024_0420_2315_1510,2024-04-20T00:00:00+00:00,Telekom Baskets Bonn,1510,Merlins Crailsheim,2315,89,98,visitante,2023-24,0
2024_0420_19629_41,2024-04-20T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Veolia Towers Hamburg,19629,84,89,visitante,2023-24,0
2024_0420_1634_40,2024-04-20T00:00:00+00:00,Basketball Loewen Braunschweig,40,EWE Baskets Oldenburg,1634,66,87,visitante,2023-24,0
2024_0420_2745_1774,2024-04-20T00:00:00+00:00,Rostock Seawolves,1774,FITOne Wuerzburg Baskets,2745,95,86,local,2023-24,0
2024_0421_10_132,2024-04-21T00:00:00+00:00,Bamberg Baskets,132,ALBA Berlin,10,92,98,visitante,2023-24,0
2024_0421_214_1791,2024-04-21T00:00:00+00:00,NINERS Chemnitz,1791,BG Goettingen,214,99,100,visitante,2023-24,0
2024_0421_215_219,2024-04-21T00:00:00+00:00,FC Bayern Muenchen Basketball,219,MLP Academics Heidelberg,215,82,89,visitante,2023-24,0
2024_0421_127_450,2024-04-21T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Ratiopharm Ulm,127,79,106,visitante,2023-24,0
2024_0424_10_1774,2024-04-24T00:00:00+00:00,Rostock Seawolves,1774,ALBA Berlin,10,74,91,visitante,2023-24,0
2024_0426_450_215,2024-04-26T00:00:00+00:00,MLP Academics Heidelberg,215,SYNTAINICS MBC Weissenfels,450,97,104,visitante,2023-24,0
2024_0427_132_214,2024-04-27T00:00:00+00:00,BG Goettingen,214,Bamberg Baskets,132,76,85,visitante,2023-24,0
2024_0427_1510_1774,2024-04-27T00:00:00+00:00,Rostock Seawolves,1774,Telekom Baskets Bonn,1510,89,112,visitante,2023-24,0
2024_0427_2315_127,2024-04-27T00:00:00+00:00,Ratiopharm Ulm,127,Merlins Crailsheim,2315,86,66,local,2023-24,0
2024_0427_41_1791,2024-04-27T00:00:00+00:00,NINERS Chemnitz,1791,MHP Riesen Ludwigsburg,41,93,96,visitante,2023-24,0
2024_0428_40_10,2024-04-28T00:00:00+00:00,ALBA Berlin,10,Basketball Loewen Braunschweig,40,81,90,visitante,2023-24,0
2024_0428_219_447,2024-04-28T00:00:00+00:00,Baskets Paderborn,447,FC Bayern Muenchen Basketball,219,73,92,visitante,2023-24,0
2024_0428_1634_19629,2024-04-28T00:00:00+00:00,Veolia Towers Hamburg,19629,EWE Baskets Oldenburg,1634,92,107,visitante,2023-24,0
2024_0428_2457_2745,2024-04-28T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Rasta Vechta,2457,89,87,local,2023-24,0
2024_0430_10_215,2024-04-30T00:00:00+00:00,MLP Academics Heidelberg,215,ALBA Berlin,10,89,96,visitante,2023-24,0
2024_0430_132_1510,2024-04-30T00:00:00+00:00,Telekom Baskets Bonn,1510,Bamberg Baskets,132,89,79,local,2023-24,0
2024_0430_19629_2315,2024-04-30T00:00:00+00:00,Merlins Crailsheim,2315,Veolia Towers Hamburg,19629,88,94,visitante,2023-24,0
2024_0430_1774_41,2024-04-30T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Rostock Seawolves,1774,85,91,visitante,2023-24,0
2024_0430_2745_450,2024-04-30T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,FITOne Wuerzburg Baskets,2745,83,107,visitante,2023-24,0
2024_0501_1791_2457,2024-05-01T00:00:00+00:00,Rasta Vechta,2457,NINERS Chemnitz,1791,91,83,local,2023-24,0
2024_0501_214_1634,2024-05-01T00:00:00+00:00,EWE Baskets Oldenburg,1634,BG Goettingen,214,83,87,visitante,2023-24,0
2024_0501_447_40,2024-05-01T00:00:00+00:00,Basketball Loewen Braunschweig,40,Baskets Paderborn,447,81,68,local,2023-24,0
2024_0501_127_219,2024-05-01T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Ratiopharm Ulm,127,81,74,local,2023-24,0
2024_0504_2315_132,2024-05-04T00:00:00+00:00,Bamberg Baskets,132,Merlins Crailsheim,2315,109,82,local,2023-24,0
2024_0504_19629_1791,2024-05-04T00:00:00+00:00,NINERS Chemnitz,1791,Veolia Towers Hamburg,19629,85,79,local,2023-24,0
2024_0504_215_127,2024-05-04T00:00:00+00:00,Ratiopharm Ulm,127,MLP Academics Heidelberg,215,73,57,local,2023-24,0
2024_0504_1634_447,2024-05-04T00:00:00+00:00,Baskets Paderborn,447,EWE Baskets Oldenburg,1634,63,79,visitante,2023-24,0
2024_0505_1510_2745,2024-05-05T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Telekom Baskets Bonn,1510,100,91,local,2023-24,0
2024_0505_40_1774,2024-05-05T00:00:00+00:00,Rostock Seawolves,1774,Basketball Loewen Braunschweig,40,70,76,visitante,2023-24,0
2024_0505_219_10,2024-05-05T00:00:00+00:00,ALBA Berlin,10,FC Bayern Muenchen Basketball,219,53,77,visitante,2023-24,0
2024_0505_450_41,2024-05-05T00:00:00+00:00,MHP Riesen Ludwigsburg,41,SYNTAINICS MBC Weissenfels,450,90,91,visitante,2023-24,0
2024_0505_2457_214,2024-05-05T00:00:00+00:00,BG Goettingen,214,Rasta Vechta,2457,75,81,visitante,2023-24,0
2024_0508_1791_40,2024-05-08T00:00:00+00:00,Basketball Loewen Braunschweig,40,NINERS Chemnitz,1791,68,82,visitante,2023-24,0
2024_0508_41_219,2024-05-08T00:00:00+00:00,FC Bayern Muenchen Basketball,219,MHP Riesen Ludwigsburg,41,85,80,local,2023-24,0
2024_0508_1774_2315,2024-05-08T00:00:00+00:00,Merlins Crailsheim,2315,Rostock Seawolves,1774,85,70,local,2023-24,0
2024_0508_2745_215,2024-05-08T00:00:00+00:00,MLP Academics Heidelberg,215,FITOne Wuerzburg Baskets,2745,84,98,visitante,2023-24,0
2024_0508_10_1510,2024-05-08T00:00:00+00:00,Telekom Baskets Bonn,1510,ALBA Berlin,10,69,90,visitante,2023-24,0
2024_0509_132_2457,2024-05-09T00:00:00+00:00,Rasta Vechta,2457,Bamberg Baskets,132,65,94,visitante,2023-24,0
2024_0509_214_450,2024-05-09T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,BG Goettingen,214,92,88,local,2023-24,0
2024_0509_447_19629,2024-05-09T00:00:00+00:00,Veolia Towers Hamburg,19629,Baskets Paderborn,447,93,78,local,2023-24,0
2024_0509_127_1634,2024-05-09T00:00:00+00:00,EWE Baskets Oldenburg,1634,Ratiopharm Ulm,127,74,91,visitante,2023-24,0
2024_0510_10_219,2024-05-10T00:00:00+00:00,FC Bayern Muenchen Basketball,219,ALBA Berlin,10,53,59,visitante,2023-24,0
2024_0512_40_127,2024-05-12T00:00:00+00:00,Ratiopharm Ulm,127,Basketball Loewen Braunschweig,40,77,72,local,2023-24,0
2024_0512_219_1774,2024-05-12T00:00:00+00:00,Rostock Seawolves,1774,FC Bayern Muenchen Basketball,219,73,101,visitante,2023-24,0
2024_0512_1510_41,2024-05-12T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Telekom Baskets Bonn,1510,60,87,visitante,2023-24,0
2024_0512_1791_2745,2024-05-12T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,NINERS Chemnitz,1791,66,79,visitante,2023-24,0
2024_0512_2315_10,2024-05-12T00:00:00+00:00,ALBA Berlin,10,Merlins Crailsheim,2315,103,83,local,2023-24,0
2024_0512_19629_214,2024-05-12T00:00:00+00:00,BG Goettingen,214,Veolia Towers Hamburg,19629,66,79,visitante,2023-24,0
2024_0512_215_447,2024-05-12T00:00:00+00:00,Baskets Paderborn,447,MLP Academics Heidelberg,215,78,93,visitante,2023-24,0
2024_0512_1634_132,2024-05-12T00:00:00+00:00,Bamberg Baskets,132,EWE Baskets Oldenburg,1634,84,107,visitante,2023-24,0
2024_0512_2457_450,2024-05-12T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Rasta Vechta,2457,69,98,visitante,2023-24,0
2024_0514_1634_19629,2024-05-14T00:00:00+00:00,Veolia Towers Hamburg,19629,EWE Baskets Oldenburg,1634,93,81,local,2023-24,1
2024_0514_1510_41,2024-05-14T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Telekom Baskets Bonn,1510,69,90,visitante,2023-24,1
2024_0516_41_19629,2024-05-16T00:00:00+00:00,Veolia Towers Hamburg,19629,MHP Riesen Ludwigsburg,41,78,91,visitante,2023-24,1
2024_0517_10_1510,2024-05-17T00:00:00+00:00,Telekom Baskets Bonn,1510,ALBA Berlin,10,68,94,visitante,2023-24,1
2024_0517_1791_2457,2024-05-17T00:00:00+00:00,Rasta Vechta,2457,NINERS Chemnitz,1791,77,83,visitante,2023-24,1
2024_0518_219_41,2024-05-18T00:00:00+00:00,MHP Riesen Ludwigsburg,41,FC Bayern Muenchen Basketball,219,102,98,local,2023-24,1
2024_0518_127_2745,2024-05-18T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Ratiopharm Ulm,127,78,65,local,2023-24,1
2024_0519_10_1510,2024-05-19T00:00:00+00:00,Telekom Baskets Bonn,1510,ALBA Berlin,10,70,83,visitante,2023-24,1
2024_0519_1791_2457,2024-05-19T00:00:00+00:00,Rasta Vechta,2457,NINERS Chemnitz,1791,96,87,local,2023-24,1
2024_0520_219_41,2024-05-20T00:00:00+00:00,MHP Riesen Ludwigsburg,41,FC Bayern Muenchen Basketball,219,67,83,visitante,2023-24,1
2024_0520_127_2745,2024-05-20T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Ratiopharm Ulm,127,64,100,visitante,2023-24,1
2024_0521_1510_10,2024-05-21T00:00:00+00:00,ALBA Berlin,10,Telekom Baskets Bonn,1510,93,86,local,2023-24,1
2024_0521_2457_1791,2024-05-21T00:00:00+00:00,NINERS Chemnitz,1791,Rasta Vechta,2457,84,76,local,2023-24,1
2024_0522_41_219,2024-05-22T00:00:00+00:00,FC Bayern Muenchen Basketball,219,MHP Riesen Ludwigsburg,41,84,73,local,2023-24,1
2024_0522_2745_127,2024-05-22T00:00:00+00:00,Ratiopharm Ulm,127,FITOne Wuerzburg Baskets,2745,79,82,visitante,2023-24,1
2024_0523_2457_1791,2024-05-23T00:00:00+00:00,NINERS Chemnitz,1791,Rasta Vechta,2457,84,67,local,2023-24,1
2024_0524_2745_127,2024-05-24T00:00:00+00:00,Ratiopharm Ulm,127,FITOne Wuerzburg Baskets,2745,72,75,visitante,2023-24,1
2024_0524_41_219,2024-05-24T00:00:00+00:00,FC Bayern Muenchen Basketball,219,MHP Riesen Ludwigsburg,41,76,69,local,2023-24,1
2024_0528_10_1791,2024-05-28T00:00:00+00:00,NINERS Chemnitz,1791,ALBA Berlin,10,95,82,local,2023-24,1
2024_0529_219_2745,2024-05-29T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,FC Bayern Muenchen Basketball,219,76,91,visitante,2023-24,1
2024_0531_10_1791,2024-05-31T00:00:00+00:00,NINERS Chemnitz,1791,ALBA Berlin,10,64,86,visitante,2023-24,1
2024_0531_219_2745,2024-05-31T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,FC Bayern Muenchen Basketball,219,75,99,visitante,2023-24,1
2024_0602_2745_219,2024-06-02T00:00:00+00:00,FC Bayern Muenchen Basketball,219,FITOne Wuerzburg Baskets,2745,75,61,local,2023-24,1
2024_0602_1791_10,2024-06-02T00:00:00+00:00,ALBA Berlin,10,NINERS Chemnitz,1791,72,84,visitante,2023-24,1
2024_0604_1791_10,2024-06-04T00:00:00+00:00,ALBA Berlin,10,NINERS Chemnitz,1791,96,85,local,2023-24,1
2024_0606_10_1791,2024-06-06T00:00:00+00:00,NINERS Chemnitz,1791,ALBA Berlin,10,84,97,visitante,2023-24,1
2024_0608_219_10,2024-06-08T00:00:00+00:00,ALBA Berlin,10,FC Bayern Muenchen Basketball,219,67,79,visitante,2023-24,1
2024_0610_219_10,2024-06-10T00:00:00+00:00,ALBA Berlin,10,FC Bayern Muenchen Basketball,219,79,70,local,2023-24,1
2024_0612_10_219,2024-06-12T00:00:00+00:00,FC Bayern Muenchen Basketball,219,ALBA Berlin,10,67,63,local,2023-24,1
2024_0614_10_219,2024-06-14T00:00:00+00:00,FC Bayern Muenchen Basketball,219,ALBA Berlin,10,88,82,local,2023-24,1
2024_0920_219_1791,2024-09-20T00:00:00+00:00,NINERS Chemnitz,1791,FC Bayern Muenchen Basketball,219,59,73,visitante,2024-25,0
2024_0921_1634_215,2024-09-21T00:00:00+00:00,MLP Academics Heidelberg,215,EWE Baskets Oldenburg,1634,82,105,visitante,2024-25,0
2024_0921_214_3361,2024-09-21T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,BG Goettingen,214,100,72,local,2024-25,0
2024_0922_450_1774,2024-09-22T00:00:00+00:00,Rostock Seawolves,1774,SYNTAINICS MBC Weissenfels,450,87,84,local,2024-25,0
2024_0922_132_40,2024-09-22T00:00:00+00:00,Basketball Loewen Braunschweig,40,Bamberg Baskets,132,96,77,local,2024-25,0
2024_0922_1791_127,2024-09-22T00:00:00+00:00,Ratiopharm Ulm,127,NINERS Chemnitz,1791,90,86,local,2024-25,0
2024_0922_19629_10,2024-09-22T00:00:00+00:00,ALBA Berlin,10,Veolia Towers Hamburg,19629,80,97,visitante,2024-25,0
2024_0922_41_219,2024-09-22T00:00:00+00:00,FC Bayern Muenchen Basketball,219,MHP Riesen Ludwigsburg,41,70,78,visitante,2024-25,0
2024_0925_2457_1510,2024-09-25T00:00:00+00:00,Telekom Baskets Bonn,1510,Rasta Vechta,2457,75,83,visitante,2024-25,0
2024_0928_10_1634,2024-09-28T00:00:00+00:00,EWE Baskets Oldenburg,1634,ALBA Berlin,10,70,105,visitante,2024-25,0
2024_0928_127_2745,2024-09-28T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Ratiopharm Ulm,127,76,85,visitante,2024-25,0
2024_0928_1510_450,2024-09-28T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Telekom Baskets Bonn,1510,80,95,visitante,2024-25,0
2024_0928_1774_214,2024-09-28T00:00:00+00:00,BG Goettingen,214,Rostock Seawolves,1774,74,102,visitante,2024-25,0
2024_0929_219_19629,2024-09-29T00:00:00+00:00,Veolia Towers Hamburg,19629,FC Bayern Muenchen Basketball,219,80,81,visitante,2024-25,0
2024_0929_215_2457,2024-09-29T00:00:00+00:00,Rasta Vechta,2457,MLP Academics Heidelberg,215,74,80,visitante,2024-25,0
2024_0929_3361_132,2024-09-29T00:00:00+00:00,Bamberg Baskets,132,Fraport Skyliners Frankfurt,3361,66,58,local,2024-25,0
2024_0930_40_41,2024-09-30T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Basketball Loewen Braunschweig,40,71,91,visitante,2024-25,0
2024_1002_41_1774,2024-10-02T00:00:00+00:00,Rostock Seawolves,1774,MHP Riesen Ludwigsburg,41,64,70,visitante,2024-25,0
2024_1003_450_215,2024-10-03T00:00:00+00:00,MLP Academics Heidelberg,215,SYNTAINICS MBC Weissenfels,450,108,93,local,2024-25,0
2024_1005_1774_2745,2024-10-05T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Rostock Seawolves,1774,92,65,local,2024-25,0
2024_1005_40_215,2024-10-05T00:00:00+00:00,MLP Academics Heidelberg,215,Basketball Loewen Braunschweig,40,72,65,local,2024-25,0
2024_1005_127_41,2024-10-05T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Ratiopharm Ulm,127,62,63,visitante,2024-25,0
2024_1006_3361_450,2024-10-06T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Fraport Skyliners Frankfurt,3361,79,69,local,2024-25,0
2024_1006_214_219,2024-10-06T00:00:00+00:00,FC Bayern Muenchen Basketball,219,BG Goettingen,214,95,81,local,2024-25,0
2024_1006_1510_10,2024-10-06T00:00:00+00:00,ALBA Berlin,10,Telekom Baskets Bonn,1510,87,91,visitante,2024-25,0
2024_1006_1791_2457,2024-10-06T00:00:00+00:00,Rasta Vechta,2457,NINERS Chemnitz,1791,77,88,visitante,2024-25,0
2024_1007_19629_1634,2024-10-07T00:00:00+00:00,EWE Baskets Oldenburg,1634,Veolia Towers Hamburg,19629,78,87,visitante,2024-25,0
2024_1018_2745_19629,2024-10-18T00:00:00+00:00,Veolia Towers Hamburg,19629,FITOne Wuerzburg Baskets,2745,85,91,visitante,2024-25,0
2024_1019_1634_127,2024-10-19T00:00:00+00:00,Ratiopharm Ulm,127,EWE Baskets Oldenburg,1634,66,93,visitante,2024-25,0
2024_1019_2457_3361,2024-10-19T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Rasta Vechta,2457,80,74,local,2024-25,0
2024_1019_41_214,2024-10-19T00:00:00+00:00,BG Goettingen,214,MHP Riesen Ludwigsburg,41,62,91,visitante,2024-25,0
2024_1019_450_219,2024-10-19T00:00:00+00:00,FC Bayern Muenchen Basketball,219,SYNTAINICS MBC Weissenfels,450,75,79,visitante,2024-25,0
2024_1020_132_1774,2024-10-20T00:00:00+00:00,Rostock Seawolves,1774,Bamberg Baskets,132,89,75,local,2024-25,0
2024_1020_215_1510,2024-10-20T00:00:00+00:00,Telekom Baskets Bonn,1510,MLP Academics Heidelberg,215,95,76,local,2024-25,0
2024_1020_10_1791,2024-10-20T00:00:00+00:00,NINERS Chemnitz,1791,ALBA Berlin,10,81,78,local,2024-25,0
2024_1025_1634_132,2024-10-25T00:00:00+00:00,Bamberg Baskets,132,EWE Baskets Oldenburg,1634,59,67,visitante,2024-25,0
2024_1026_3361_215,2024-10-26T00:00:00+00:00,MLP Academics Heidelberg,215,Fraport Skyliners Frankfurt,3361,95,72,local,2024-25,0
2024_1026_127_2457,2024-10-26T00:00:00+00:00,Rasta Vechta,2457,Ratiopharm Ulm,127,76,85,visitante,2024-25,0
2024_1026_19629_450,2024-10-26T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Veolia Towers Hamburg,19629,96,75,local,2024-25,0
2024_1027_10_40,2024-10-27T00:00:00+00:00,Basketball Loewen Braunschweig,40,ALBA Berlin,10,61,65,visitante,2024-25,0
2024_1027_1774_1791,2024-10-27T00:00:00+00:00,NINERS Chemnitz,1791,Rostock Seawolves,1774,68,60,local,2024-25,0
2024_1027_219_2745,2024-10-27T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,FC Bayern Muenchen Basketball,219,69,70,visitante,2024-25,0
2024_1028_1510_41,2024-10-28T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Telekom Baskets Bonn,1510,89,79,local,2024-25,0
2024_1101_1774_3361,2024-11-01T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Rostock Seawolves,1774,66,83,visitante,2024-25,0
2024_1102_215_2745,2024-11-02T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,MLP Academics Heidelberg,215,72,67,local,2024-25,0
2024_1102_2457_41,2024-11-02T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Rasta Vechta,2457,77,79,visitante,2024-25,0
2024_1102_127_19629,2024-11-02T00:00:00+00:00,Veolia Towers Hamburg,19629,Ratiopharm Ulm,127,72,82,visitante,2024-25,0
2024_1103_10_132,2024-11-03T00:00:00+00:00,Bamberg Baskets,132,ALBA Berlin,10,87,82,local,2024-25,0
2024_1103_214_1791,2024-11-03T00:00:00+00:00,NINERS Chemnitz,1791,BG Goettingen,214,96,88,local,2024-25,0
2024_1103_1634_450,2024-11-03T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,EWE Baskets Oldenburg,1634,92,77,local,2024-25,0
2024_1103_219_40,2024-11-03T00:00:00+00:00,Basketball Loewen Braunschweig,40,FC Bayern Muenchen Basketball,219,72,90,visitante,2024-25,0
2024_1108_132_2457,2024-11-08T00:00:00+00:00,Rasta Vechta,2457,Bamberg Baskets,132,101,98,local,2024-25,0
2024_1109_127_10,2024-11-09T00:00:00+00:00,ALBA Berlin,10,Ratiopharm Ulm,127,96,88,local,2024-25,0
2024_1109_215_214,2024-11-09T00:00:00+00:00,BG Goettingen,214,MLP Academics Heidelberg,215,73,95,visitante,2024-25,0
2024_1110_40_2745,2024-11-10T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Basketball Loewen Braunschweig,40,70,53,local,2024-25,0
2024_1110_1510_1774,2024-11-10T00:00:00+00:00,Rostock Seawolves,1774,Telekom Baskets Bonn,1510,64,69,visitante,2024-25,0
2024_1110_1634_1791,2024-11-10T00:00:00+00:00,NINERS Chemnitz,1791,EWE Baskets Oldenburg,1634,87,78,local,2024-25,0
2024_1115_19629_215,2024-11-15T00:00:00+00:00,MLP Academics Heidelberg,215,Veolia Towers Hamburg,19629,73,68,local,2024-25,0
2024_1116_1791_40,2024-11-16T00:00:00+00:00,Basketball Loewen Braunschweig,40,NINERS Chemnitz,1791,82,74,local,2024-25,0
2024_1116_3361_1634,2024-11-16T00:00:00+00:00,EWE Baskets Oldenburg,1634,Fraport Skyliners Frankfurt,3361,102,92,local,2024-25,0
2024_1116_450_132,2024-11-16T00:00:00+00:00,Bamberg Baskets,132,SYNTAINICS MBC Weissenfels,450,94,99,visitante,2024-25,0
2024_1117_1510_219,2024-11-17T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Telekom Baskets Bonn,1510,93,73,local,2024-25,0
2024_1117_214_127,2024-11-17T00:00:00+00:00,Ratiopharm Ulm,127,BG Goettingen,214,109,70,local,2024-25,0
2024_1117_10_2457,2024-11-17T00:00:00+00:00,Rasta Vechta,2457,ALBA Berlin,10,96,93,local,2024-25,0
2024_1117_2745_41,2024-11-17T00:00:00+00:00,MHP Riesen Ludwigsburg,41,FITOne Wuerzburg Baskets,2745,82,91,visitante,2024-25,0
2024_1130_2745_1791,2024-11-30T00:00:00+00:00,NINERS Chemnitz,1791,FITOne Wuerzburg Baskets,2745,81,77,local,2024-25,0
2024_1130_3361_19629,2024-11-30T00:00:00+00:00,Veolia Towers Hamburg,19629,Fraport Skyliners Frankfurt,3361,91,78,local,2024-25,0
2024_1130_1774_215,2024-11-30T00:00:00+00:00,MLP Academics Heidelberg,215,Rostock Seawolves,1774,86,81,local,2024-25,0
2024_1201_41_10,2024-12-01T00:00:00+00:00,ALBA Berlin,10,MHP Riesen Ludwigsburg,41,60,74,visitante,2024-25,0
2024_1201_450_40,2024-12-01T00:00:00+00:00,Basketball Loewen Braunschweig,40,SYNTAINICS MBC Weissenfels,450,76,70,local,2024-25,0
2024_1201_2457_219,2024-12-01T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Rasta Vechta,2457,77,78,visitante,2024-25,0
2024_1201_127_1510,2024-12-01T00:00:00+00:00,Telekom Baskets Bonn,1510,Ratiopharm Ulm,127,75,95,visitante,2024-25,0
2024_1202_132_214,2024-12-02T00:00:00+00:00,BG Goettingen,214,Bamberg Baskets,132,97,88,local,2024-25,0
2024_1206_1510_1634,2024-12-06T00:00:00+00:00,EWE Baskets Oldenburg,1634,Telekom Baskets Bonn,1510,91,96,visitante,2024-25,0
2024_1210_3361_2745,2024-12-10T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Fraport Skyliners Frankfurt,3361,89,70,local,2024-25,0
2024_1213_40_3361,2024-12-13T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Basketball Loewen Braunschweig,40,91,92,visitante,2024-25,0
2024_1214_1510_132,2024-12-14T00:00:00+00:00,Bamberg Baskets,132,Telekom Baskets Bonn,1510,92,73,local,2024-25,0
2024_1214_215_127,2024-12-14T00:00:00+00:00,Ratiopharm Ulm,127,MLP Academics Heidelberg,215,67,69,visitante,2024-25,0
2024_1214_19629_2457,2024-12-14T00:00:00+00:00,Rasta Vechta,2457,Veolia Towers Hamburg,19629,69,79,visitante,2024-25,0
2024_1215_1791_41,2024-12-15T00:00:00+00:00,MHP Riesen Ludwigsburg,41,NINERS Chemnitz,1791,69,65,local,2024-25,0
2024_1215_214_1634,2024-12-15T00:00:00+00:00,EWE Baskets Oldenburg,1634,BG Goettingen,214,111,94,local,2024-25,0
2024_1215_219_1774,2024-12-15T00:00:00+00:00,Rostock Seawolves,1774,FC Bayern Muenchen Basketball,219,70,80,visitante,2024-25,0
2024_1218_41_450,2024-12-18T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,MHP Riesen Ludwigsburg,41,76,70,local,2024-25,0
2024_1221_450_2745,2024-12-21T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,SYNTAINICS MBC Weissenfels,450,86,76,local,2024-25,0
2024_1221_1774_40,2024-12-21T00:00:00+00:00,Basketball Loewen Braunschweig,40,Rostock Seawolves,1774,80,63,local,2024-25,0
2024_1221_1510_1791,2024-12-21T00:00:00+00:00,NINERS Chemnitz,1791,Telekom Baskets Bonn,1510,88,123,visitante,2024-25,0
2024_1221_41_19629,2024-12-21T00:00:00+00:00,Veolia Towers Hamburg,19629,MHP Riesen Ludwigsburg,41,66,73,visitante,2024-25,0
2024_1222_1634_219,2024-12-22T00:00:00+00:00,FC Bayern Muenchen Basketball,219,EWE Baskets Oldenburg,1634,89,75,local,2024-25,0
2024_1222_10_214,2024-12-22T00:00:00+00:00,BG Goettingen,214,ALBA Berlin,10,83,109,visitante,2024-25,0
2024_1222_132_215,2024-12-22T00:00:00+00:00,MLP Academics Heidelberg,215,Bamberg Baskets,132,68,79,visitante,2024-25,0
2024_1223_127_3361,2024-12-23T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Ratiopharm Ulm,127,87,85,local,2024-25,0
2024_1226_2745_1510,2024-12-26T00:00:00+00:00,Telekom Baskets Bonn,1510,FITOne Wuerzburg Baskets,2745,81,90,visitante,2024-25,0
2024_1226_3361_41,2024-12-26T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Fraport Skyliners Frankfurt,3361,82,61,local,2024-25,0
2024_1226_19629_1774,2024-12-26T00:00:00+00:00,Rostock Seawolves,1774,Veolia Towers Hamburg,19629,92,78,local,2024-25,0
2024_1227_1791_132,2024-12-27T00:00:00+00:00,Bamberg Baskets,132,NINERS Chemnitz,1791,81,80,local,2024-25,0
2024_1227_1634_40,2024-12-27T00:00:00+00:00,Basketball Loewen Braunschweig,40,EWE Baskets Oldenburg,1634,83,82,local,2024-25,0
2024_1228_10_450,2024-12-28T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,ALBA Berlin,10,94,76,local,2024-25,0
2024_1229_214_1510,2024-12-29T00:00:00+00:00,Telekom Baskets Bonn,1510,BG Goettingen,214,80,67,local,2024-25,0
2024_1229_1634_2457,2024-12-29T00:00:00+00:00,Rasta Vechta,2457,EWE Baskets Oldenburg,1634,98,91,local,2024-25,0
2024_1229_219_3361,2024-12-29T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,FC Bayern Muenchen Basketball,219,84,91,visitante,2024-25,0
2024_1230_450_1791,2024-12-30T00:00:00+00:00,NINERS Chemnitz,1791,SYNTAINICS MBC Weissenfels,450,82,72,local,2024-25,0
2024_1230_40_19629,2024-12-30T00:00:00+00:00,Veolia Towers Hamburg,19629,Basketball Loewen Braunschweig,40,86,91,visitante,2024-25,0
2024_1230_215_41,2024-12-30T00:00:00+00:00,MHP Riesen Ludwigsburg,41,MLP Academics Heidelberg,215,63,67,visitante,2024-25,0
