game_id,fecha,equipo_local,club_local_id,equipo_visitante,club_visitante_id,pts_local,pts_visitante,ganador,temporada,is_playoff,fs_match_id,home_fga,home_fgm,home_fg_pct,home_fg2a,home_fg2m,home_fg2_pct,home_fg3a,home_fg3m,home_fg3_pct,home_fta,home_ftm,home_ft_pct,home_oreb,home_dreb,home_reb,home_ast,home_blk,home_tov,home_stl,home_pf,away_fga,away_fgm,away_fg_pct,away_fg2a,away_fg2m,away_fg2_pct,away_fg3a,away_fg3m,away_fg3_pct,away_fta,away_ftm,away_ft_pct,away_oreb,away_dreb,away_reb,away_ast,away_blk,away_tov,away_stl,away_pf,fs_match_orientation
2021_0524_19629_10,2021-05-24T00:00:00+00:00,ALBA Berlin,10,Veolia Towers Hamburg,19629,85,73,local,2020-21,1,ChqI7yp1,61.0,30.0,49.18,31.0,19.0,61.29,30.0,11.0,36.67,18.0,14.0,77.8,8.0,32.0,40.0,15.0,2.0,16.0,4.0,20.0,76.0,26.0,34.21,50.0,21.0,42.0,26.0,5.0,19.23,17.0,16.0,94.1,14.0,24.0,38.0,14.0,1.0,9.0,9.0,19.0,reverse
2021_0524_127_1634,2021-05-24T00:00:00+00:00,EWE Baskets Oldenburg,1634,Ratiopharm Ulm,127,66,70,visitante,2020-21,1,beMshhei,62.0,23.0,37.1,30.0,11.0,36.67,32.0,12.0,37.5,11.0,8.0,72.7,7.0,28.0,35.0,18.0,4.0,12.0,8.0,19.0,65.0,24.0,36.92,39.0,14.0,35.9,26.0,10.0,38.46,14.0,12.0,85.7,13.0,31.0,44.0,14.0,2.0,12.0,7.0,15.0,reverse
2021_0525_132_41,2021-05-25T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Bamberg Baskets,132,84,87,visitante,2020-21,1,rV4xAWNq,74.0,33.0,44.59,50.0,25.0,50.0,24.0,8.0,33.33,10.0,10.0,100.0,15.0,21.0,36.0,10.0,3.0,9.0,7.0,22.0,62.0,31.0,50.0,32.0,19.0,59.38,30.0,12.0,40.0,14.0,13.0,92.9,10.0,25.0,35.0,18.0,4.0,15.0,3.0,20.0,reverse
2021_0525_2315_219,2021-05-25T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Merlins Crailsheim,2315,86,72,local,2020-21,1,x6gGiagI,65.0,33.0,50.77,39.0,23.0,58.97,26.0,10.0,38.46,11.0,10.0,90.9,9.0,30.0,39.0,20.0,8.0,12.0,8.0,19.0,60.0,22.0,36.67,29.0,15.0,51.72,31.0,7.0,22.58,22.0,21.0,95.5,8.0,23.0,31.0,13.0,0.0,13.0,7.0,16.0,reverse
2021_0526_127_1634,2021-05-26T00:00:00+00:00,EWE Baskets Oldenburg,1634,Ratiopharm Ulm,127,88,96,visitante,2020-21,1,S2CKZOwf,67.0,31.0,46.27,41.0,23.0,56.1,26.0,8.0,30.77,22.0,18.0,81.8,9.0,20.0,29.0,24.0,1.0,7.0,7.0,27.0,54.0,31.0,57.41,38.0,24.0,63.16,16.0,7.0,43.75,37.0,27.0,73.0,7.0,27.0,34.0,16.0,3.0,11.0,3.0,19.0,reverse
2021_0527_41_132,2021-05-27T00:00:00+00:00,Bamberg Baskets,132,MHP Riesen Ludwigsburg,41,73,95,visitante,2020-21,1,Esoai3pE,58.0,28.0,48.28,34.0,23.0,67.65,24.0,5.0,20.83,18.0,12.0,66.7,8.0,18.0,26.0,13.0,2.0,18.0,3.0,22.0,66.0,35.0,53.03,45.0,27.0,60.0,21.0,8.0,38.1,23.0,17.0,73.9,15.0,20.0,35.0,20.0,4.0,12.0,8.0,17.0,reverse
2021_0529_41_219,2021-05-29T00:00:00+00:00,FC Bayern Muenchen Basketball,219,MHP Riesen Ludwigsburg,41,98,101,visitante,2020-21,1,25vOhfcl,57.0,32.0,56.14,30.0,17.0,56.67,27.0,15.0,55.56,23.0,19.0,82.6,9.0,28.0,37.0,16.0,4.0,15.0,2.0,23.0,68.0,34.0,50.0,38.0,19.0,50.0,30.0,15.0,50.0,27.0,18.0,66.7,9.0,17.0,26.0,14.0,4.0,6.0,10.0,22.0,reverse
2021_0530_10_127,2021-05-30T00:00:00+00:00,Ratiopharm Ulm,127,ALBA Berlin,10,73,71,local,2020-21,1,2FVXQYlJ,63.0,23.0,36.51,37.0,14.0,37.84,26.0,9.0,34.62,19.0,18.0,94.7,9.0,29.0,38.0,18.0,1.0,10.0,6.0,19.0,73.0,28.0,38.36,42.0,21.0,50.0,31.0,7.0,22.58,9.0,8.0,88.9,12.0,31.0,43.0,13.0,2.0,9.0,7.0,20.0,reverse
2021_0531_41_219,2021-05-31T00:00:00+00:00,FC Bayern Muenchen Basketball,219,MHP Riesen Ludwigsburg,41,82,72,local,2020-21,1,pUTSiECf,61.0,33.0,54.1,42.0,23.0,54.76,19.0,10.0,52.63,9.0,6.0,66.7,10.0,22.0,32.0,17.0,2.0,19.0,9.0,22.0,63.0,28.0,44.44,37.0,21.0,56.76,26.0,7.0,26.92,12.0,9.0,75.0,13.0,17.0,30.0,9.0,2.0,20.0,9.0,17.0,reverse
2021_0601_10_127,2021-06-01T00:00:00+00:00,Ratiopharm Ulm,127,ALBA Berlin,10,78,92,visitante,2020-21,1,GWYEkIRJ,54.0,26.0,48.15,33.0,17.0,51.52,21.0,9.0,42.86,22.0,17.0,77.3,9.0,19.0,28.0,14.0,1.0,15.0,8.0,25.0,59.0,31.0,52.54,37.0,22.0,59.46,22.0,9.0,40.91,27.0,21.0,77.8,9.0,21.0,30.0,25.0,1.0,12.0,9.0,20.0,reverse
2021_0602_219_41,2021-06-02T00:00:00+00:00,MHP Riesen Ludwigsburg,41,FC Bayern Muenchen Basketball,219,78,81,visitante,2020-21,1,d4XWjYR0,66.0,26.0,39.39,40.0,16.0,40.0,26.0,10.0,38.46,21.0,16.0,76.2,13.0,23.0,36.0,15.0,4.0,10.0,9.0,24.0,57.0,25.0,43.86,29.0,12.0,41.38,28.0,13.0,46.43,23.0,18.0,78.3,10.0,29.0,39.0,21.0,3.0,16.0,7.0,21.0,reverse
2021_0603_127_10,2021-06-03T00:00:00+00:00,ALBA Berlin,10,Ratiopharm Ulm,127,80,72,local,2020-21,1,fNXIlxsQ,61.0,31.0,50.82,27.0,20.0,74.07,34.0,11.0,32.35,9.0,7.0,77.8,7.0,26.0,33.0,21.0,2.0,11.0,6.0,22.0,62.0,24.0,38.71,36.0,19.0,52.78,26.0,5.0,19.23,22.0,19.0,86.4,13.0,23.0,36.0,14.0,3.0,11.0,1.0,19.0,reverse
2021_0604_219_41,2021-06-04T00:00:00+00:00,MHP Riesen Ludwigsburg,41,FC Bayern Muenchen Basketball,219,73,82,visitante,2020-21,1,YRZBGPsJ,67.0,24.0,35.82,42.0,17.0,40.48,25.0,7.0,28.0,23.0,18.0,78.3,19.0,19.0,38.0,12.0,2.0,21.0,11.0,21.0,62.0,29.0,46.77,37.0,19.0,51.35,25.0,10.0,40.0,14.0,14.0,100.0,13.0,26.0,39.0,20.0,4.0,19.0,13.0,24.0,reverse
2021_0605_127_10,2021-06-05T00:00:00+00:00,ALBA Berlin,10,Ratiopharm Ulm,127,77,75,local,2020-21,1,2sn6QEH0,63.0,27.0,42.86,36.0,19.0,52.78,27.0,8.0,29.63,17.0,15.0,88.2,11.0,27.0,38.0,16.0,1.0,11.0,10.0,20.0,64.0,28.0,43.75,34.0,17.0,50.0,30.0,11.0,36.67,10.0,8.0,80.0,9.0,25.0,34.0,15.0,1.0,16.0,5.0,21.0,reverse
2021_0609_10_219,2021-06-09T00:00:00+00:00,FC Bayern Muenchen Basketball,219,ALBA Berlin,10,86,89,visitante,2020-21,1,GY7qCGKQ,66.0,33.0,50.0,40.0,26.0,65.0,26.0,7.0,26.92,17.0,13.0,76.5,13.0,21.0,34.0,22.0,2.0,13.0,7.0,27.0,60.0,28.0,46.67,32.0,16.0,50.0,28.0,12.0,42.86,28.0,21.0,75.0,10.0,20.0,30.0,16.0,3.0,12.0,6.0,17.0,reverse
2021_0610_10_219,2021-06-10T00:00:00+00:00,FC Bayern Muenchen Basketball,219,ALBA Berlin,10,76,66,local,2020-21,1,IsfB7zTs,55.0,28.0,50.91,38.0,19.0,50.0,17.0,9.0,52.94,12.0,11.0,91.7,5.0,22.0,27.0,16.0,3.0,14.0,9.0,23.0,62.0,25.0,40.32,37.0,20.0,54.05,25.0,5.0,20.0,13.0,11.0,84.6,13.0,23.0,36.0,18.0,2.0,19.0,7.0,19.0,reverse
2021_0612_219_10,2021-06-12T00:00:00+00:00,ALBA Berlin,10,FC Bayern Muenchen Basketball,219,81,69,local,2020-21,1,06qG6frl,70.0,30.0,42.86,42.0,23.0,54.76,28.0,7.0,25.0,19.0,14.0,73.7,14.0,33.0,47.0,20.0,2.0,8.0,9.0,23.0,56.0,24.0,42.86,32.0,15.0,46.88,24.0,9.0,37.5,21.0,12.0,57.1,4.0,28.0,32.0,16.0,2.0,11.0,2.0,22.0,reverse
2021_0613_219_10,2021-06-13T00:00:00+00:00,ALBA Berlin,10,FC Bayern Muenchen Basketball,219,86,79,local,2020-21,1,zNYa3Djh,54.0,26.0,48.15,35.0,18.0,51.43,19.0,8.0,42.11,32.0,26.0,81.3,10.0,23.0,33.0,14.0,3.0,12.0,1.0,26.0,64.0,27.0,42.19,42.0,19.0,45.24,22.0,8.0,36.36,21.0,17.0,81.0,15.0,18.0,33.0,15.0,4.0,10.0,4.0,29.0,reverse
2021_0923_10_1510,2021-09-23T00:00:00+00:00,Telekom Baskets Bonn,1510,ALBA Berlin,10,88,86,local,2021-22,0,dvUTWQvB,67.0,28.0,41.79,30.0,14.0,46.67,37.0,14.0,37.84,21.0,18.0,85.7,11.0,,11.0,17.0,3.0,15.0,14.0,24.0,66.0,31.0,46.97,38.0,20.0,52.63,28.0,11.0,39.29,16.0,13.0,81.3,11.0,,11.0,0.0,1.0,20.0,7.0,18.0,reverse
2021_0925_2315_2745,2021-09-25T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Merlins Crailsheim,2315,84,111,visitante,2021-22,0,j1TXVpfH,58.0,28.0,48.28,40.0,23.0,57.5,18.0,5.0,27.78,27.0,23.0,85.2,9.0,23.0,32.0,21.0,3.0,22.0,4.0,24.0,65.0,35.0,53.85,33.0,19.0,57.58,32.0,16.0,50.0,30.0,25.0,83.3,9.0,23.0,32.0,25.0,4.0,14.0,12.0,28.0,reverse
2021_0925_450_215,2021-09-25T00:00:00+00:00,MLP Academics Heidelberg,215,SYNTAINICS MBC Weissenfels,450,85,74,local,2021-22,0,UiSyV49N,62.0,32.0,51.61,43.0,28.0,65.12,19.0,4.0,21.05,26.0,17.0,65.4,7.0,24.0,31.0,13.0,1.0,7.0,8.0,18.0,63.0,27.0,42.86,35.0,18.0,51.43,28.0,9.0,32.14,14.0,11.0,78.6,11.0,26.0,37.0,12.0,1.0,16.0,3.0,25.0,reverse
2021_0925_1791_1634,2021-09-25T00:00:00+00:00,EWE Baskets Oldenburg,1634,NINERS Chemnitz,1791,78,79,visitante,2021-22,0,nTMtUOOT,59.0,26.0,44.07,29.0,15.0,51.72,30.0,11.0,36.67,22.0,15.0,68.2,9.0,22.0,31.0,13.0,1.0,13.0,10.0,13.0,60.0,32.0,53.33,38.0,23.0,60.53,22.0,9.0,40.91,9.0,6.0,66.7,7.0,26.0,33.0,25.0,3.0,16.0,8.0,20.0,reverse
2021_0925_41_19629,2021-09-25T00:00:00+00:00,Veolia Towers Hamburg,19629,MHP Riesen Ludwigsburg,41,87,88,visitante,2021-22,0,lx98PrXp,58.0,31.0,53.45,37.0,21.0,56.76,21.0,10.0,47.62,19.0,15.0,78.9,7.0,18.0,25.0,28.0,2.0,13.0,3.0,21.0,64.0,32.0,50.0,31.0,18.0,58.06,33.0,14.0,42.42,18.0,10.0,55.6,15.0,23.0,38.0,22.0,4.0,13.0,3.0,17.0,reverse
2021_0926_3361_40,2021-09-26T00:00:00+00:00,Basketball Loewen Braunschweig,40,Fraport Skyliners Frankfurt,3361,89,76,local,2021-22,0,Gr1fmnPi,58.0,32.0,55.17,38.0,22.0,57.89,20.0,10.0,50.0,27.0,15.0,55.6,9.0,24.0,33.0,22.0,0.0,15.0,10.0,24.0,57.0,28.0,49.12,33.0,19.0,57.58,24.0,9.0,37.5,19.0,11.0,57.9,10.0,23.0,33.0,17.0,2.0,21.0,4.0,25.0,reverse
2021_0926_133_134,2021-09-26T00:00:00+00:00,Medi Bayreuth,134,46ers Giessen,133,74,86,visitante,2021-22,0,b7jan6vb,56.0,30.0,53.57,41.0,25.0,60.98,15.0,5.0,33.33,18.0,9.0,50.0,9.0,20.0,29.0,16.0,2.0,15.0,4.0,20.0,66.0,33.0,50.0,37.0,26.0,70.27,29.0,7.0,24.14,17.0,13.0,76.5,13.0,21.0,34.0,14.0,1.0,12.0,7.0,16.0,reverse
2021_0926_214_132,2021-09-26T00:00:00+00:00,Bamberg Baskets,132,BG Goettingen,214,82,76,local,2021-22,0,2ucjlS9o,54.0,27.0,50.0,31.0,20.0,64.52,23.0,7.0,30.43,30.0,21.0,70.0,9.0,29.0,38.0,15.0,3.0,20.0,6.0,17.0,69.0,29.0,42.03,41.0,20.0,48.78,28.0,9.0,32.14,12.0,9.0,75.0,10.0,18.0,28.0,14.0,2.0,15.0,8.0,27.0,reverse
2021_0926_219_127,2021-09-26T00:00:00+00:00,Ratiopharm Ulm,127,FC Bayern Muenchen Basketball,219,86,83,local,2021-22,0,xbk3oQg4,67.0,33.0,49.25,42.0,24.0,57.14,25.0,9.0,36.0,18.0,11.0,61.1,12.0,29.0,41.0,24.0,1.0,15.0,8.0,17.0,67.0,30.0,44.78,35.0,21.0,60.0,32.0,9.0,28.13,15.0,14.0,93.3,7.0,23.0,30.0,15.0,1.0,9.0,8.0,18.0,reverse
2021_0928_132_133,2021-09-28T00:00:00+00:00,46ers Giessen,133,Bamberg Baskets,132,87,89,visitante,2021-22,0,pOl7pp9A,71.0,33.0,46.48,42.0,21.0,50.0,29.0,12.0,41.38,13.0,9.0,69.2,12.0,27.0,39.0,18.0,2.0,14.0,2.0,26.0,64.0,30.0,46.88,38.0,22.0,57.89,26.0,8.0,30.77,29.0,21.0,72.4,9.0,28.0,37.0,22.0,0.0,8.0,9.0,19.0,reverse
2021_0928_10_3361,2021-09-28T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,ALBA Berlin,10,63,101,visitante,2021-22,0,GCSkxMGj,63.0,27.0,42.86,38.0,22.0,57.89,25.0,5.0,20.0,6.0,4.0,66.7,12.0,16.0,28.0,18.0,1.0,22.0,10.0,18.0,67.0,38.0,56.72,33.0,20.0,60.61,34.0,18.0,52.94,9.0,7.0,77.8,13.0,23.0,36.0,32.0,4.0,17.0,7.0,11.0,reverse
2021_0929_1634_2315,2021-09-29T00:00:00+00:00,Merlins Crailsheim,2315,EWE Baskets Oldenburg,1634,79,82,visitante,2021-22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021_0929_1510_127,2021-09-29T00:00:00+00:00,Ratiopharm Ulm,127,Telekom Baskets Bonn,1510,73,76,visitante,2021-22,0,6wwGrOwN,48.0,29.0,60.42,36.0,25.0,69.44,12.0,4.0,33.33,19.0,11.0,57.9,6.0,23.0,29.0,12.0,7.0,19.0,6.0,23.0,83.0,30.0,36.14,37.0,20.0,54.05,46.0,10.0,21.74,12.0,6.0,50.0,32.0,14.0,46.0,14.0,1.0,12.0,8.0,24.0,reverse
2021_0929_19629_1791,2021-09-29T00:00:00+00:00,NINERS Chemnitz,1791,Veolia Towers Hamburg,19629,90,82,local,2021-22,0,WKAx0P8c,61.0,33.0,54.1,41.0,25.0,60.98,20.0,8.0,40.0,21.0,16.0,76.2,6.0,28.0,34.0,19.0,1.0,17.0,13.0,22.0,70.0,27.0,38.57,37.0,18.0,48.65,33.0,9.0,27.27,25.0,19.0,76.0,19.0,22.0,41.0,16.0,3.0,19.0,12.0,23.0,reverse
2021_0930_215_41,2021-09-30T00:00:00+00:00,MHP Riesen Ludwigsburg,41,MLP Academics Heidelberg,215,67,73,visitante,2021-22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021_0930_40_450,2021-09-30T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Basketball Loewen Braunschweig,40,106,101,local,2021-22,0,hUBY05gi,68.0,38.0,55.88,40.0,28.0,70.0,28.0,10.0,35.71,30.0,20.0,66.7,13.0,22.0,35.0,21.0,1.0,15.0,6.0,21.0,76.0,38.0,50.0,55.0,28.0,50.91,21.0,10.0,47.62,20.0,15.0,75.0,16.0,21.0,37.0,25.0,2.0,15.0,8.0,27.0,reverse
2021_1008_2745_1634,2021-10-08T00:00:00+00:00,EWE Baskets Oldenburg,1634,FITOne Wuerzburg Baskets,2745,88,90,visitante,2021-22,0,6iMnZch9,60.0,28.0,46.67,27.0,16.0,59.26,33.0,12.0,36.36,27.0,20.0,74.1,8.0,20.0,28.0,13.0,3.0,9.0,6.0,21.0,61.0,31.0,50.82,45.0,24.0,53.33,16.0,7.0,43.75,25.0,21.0,84.0,12.0,27.0,39.0,22.0,5.0,10.0,4.0,21.0,reverse
2021_1009_133_215,2021-10-09T00:00:00+00:00,MLP Academics Heidelberg,215,46ers Giessen,133,75,68,local,2021-22,0,prLjYH7F,67.0,27.0,40.3,52.0,23.0,44.23,15.0,4.0,26.67,22.0,19.0,86.4,16.0,27.0,43.0,7.0,4.0,10.0,4.0,23.0,57.0,24.0,42.11,34.0,17.0,50.0,23.0,7.0,30.43,24.0,14.0,58.3,9.0,24.0,33.0,17.0,4.0,13.0,6.0,26.0,reverse
2021_1009_214_1510,2021-10-09T00:00:00+00:00,Telekom Baskets Bonn,1510,BG Goettingen,214,81,90,visitante,2021-22,0,v5KfXyNL,54.0,24.0,44.44,21.0,13.0,61.9,33.0,11.0,33.33,28.0,22.0,78.6,10.0,20.0,30.0,17.0,0.0,13.0,4.0,28.0,53.0,24.0,45.28,24.0,13.0,54.17,29.0,11.0,37.93,35.0,31.0,88.6,12.0,26.0,38.0,17.0,3.0,15.0,7.0,22.0,reverse
2021_1009_1791_134,2021-10-09T00:00:00+00:00,Medi Bayreuth,134,NINERS Chemnitz,1791,86,72,local,2021-22,0,h8ObWexS,62.0,33.0,53.23,41.0,21.0,51.22,21.0,12.0,57.14,12.0,8.0,66.7,4.0,28.0,32.0,20.0,4.0,19.0,12.0,15.0,69.0,30.0,43.48,40.0,24.0,60.0,29.0,6.0,20.69,6.0,6.0,100.0,9.0,27.0,36.0,15.0,1.0,20.0,9.0,14.0,reverse
2021_1009_127_132,2021-10-09T00:00:00+00:00,Bamberg Baskets,132,Ratiopharm Ulm,127,94,83,local,2021-22,0,bk1RRFpq,66.0,32.0,48.48,33.0,18.0,54.55,33.0,14.0,42.42,20.0,16.0,80.0,13.0,19.0,32.0,24.0,1.0,11.0,7.0,21.0,62.0,30.0,48.39,43.0,27.0,62.79,19.0,3.0,15.79,27.0,20.0,74.1,14.0,21.0,35.0,16.0,1.0,11.0,9.0,21.0,reverse
2021_1010_219_40,2021-10-10T00:00:00+00:00,Basketball Loewen Braunschweig,40,FC Bayern Muenchen Basketball,219,80,96,visitante,2021-22,0,xt0VQZak,56.0,26.0,46.43,37.0,20.0,54.05,19.0,6.0,31.58,35.0,22.0,62.9,10.0,24.0,34.0,17.0,1.0,20.0,8.0,28.0,62.0,26.0,41.94,35.0,19.0,54.29,27.0,7.0,25.93,40.0,37.0,92.5,11.0,26.0,37.0,17.0,4.0,13.0,14.0,25.0,reverse
2021_1010_3361_19629,2021-10-10T00:00:00+00:00,Veolia Towers Hamburg,19629,Fraport Skyliners Frankfurt,3361,74,64,local,2021-22,0,OdbwPDU1,69.0,27.0,39.13,34.0,14.0,41.18,35.0,13.0,37.14,16.0,7.0,43.8,13.0,23.0,36.0,21.0,1.0,16.0,15.0,23.0,50.0,21.0,42.0,29.0,15.0,51.72,21.0,6.0,28.57,24.0,16.0,66.7,9.0,28.0,37.0,14.0,4.0,26.0,11.0,17.0,reverse
2021_1010_450_2315,2021-10-10T00:00:00+00:00,Merlins Crailsheim,2315,SYNTAINICS MBC Weissenfels,450,111,116,visitante,2021-22,0,p6aZPgFe,78.0,41.0,52.56,46.0,27.0,58.7,32.0,14.0,43.75,19.0,15.0,78.9,13.0,18.0,31.0,25.0,2.0,11.0,9.0,19.0,77.0,42.0,54.55,44.0,29.0,65.91,33.0,13.0,39.39,22.0,19.0,86.4,18.0,24.0,42.0,23.0,3.0,14.0,6.0,20.0,reverse
2021_1010_41_10,2021-10-10T00:00:00+00:00,ALBA Berlin,10,MHP Riesen Ludwigsburg,41,62,74,visitante,2021-22,0,Q1xMmc72,55.0,22.0,40.0,27.0,15.0,55.56,28.0,7.0,25.0,15.0,11.0,73.3,10.0,26.0,36.0,18.0,5.0,23.0,9.0,12.0,67.0,31.0,46.27,44.0,24.0,54.55,23.0,7.0,30.43,12.0,5.0,41.7,12.0,24.0,36.0,11.0,2.0,15.0,15.0,18.0,reverse
2021_1015_1510_3361,2021-10-15T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Telekom Baskets Bonn,1510,76,86,visitante,2021-22,0,v5tQnHM8,59.0,28.0,47.46,36.0,20.0,55.56,23.0,8.0,34.78,16.0,12.0,75.0,10.0,29.0,39.0,16.0,4.0,19.0,4.0,21.0,69.0,31.0,44.93,33.0,18.0,54.55,36.0,13.0,36.11,18.0,11.0,61.1,12.0,22.0,34.0,24.0,2.0,8.0,11.0,19.0,reverse
2021_1016_40_1791,2021-10-16T00:00:00+00:00,NINERS Chemnitz,1791,Basketball Loewen Braunschweig,40,93,84,local,2021-22,0,CIvYpeiL,55.0,32.0,58.18,25.0,19.0,76.0,30.0,13.0,43.33,21.0,16.0,76.2,6.0,23.0,29.0,23.0,2.0,17.0,9.0,21.0,54.0,32.0,59.26,28.0,22.0,78.57,26.0,10.0,38.46,19.0,12.0,63.2,8.0,22.0,30.0,22.0,2.0,19.0,9.0,22.0,reverse
2021_1016_214_41,2021-10-16T00:00:00+00:00,MHP Riesen Ludwigsburg,41,BG Goettingen,214,69,78,visitante,2021-22,0,YRuUoyxF,71.0,25.0,35.21,38.0,16.0,42.11,33.0,9.0,27.27,20.0,10.0,50.0,16.0,22.0,38.0,13.0,3.0,6.0,10.0,21.0,55.0,24.0,43.64,34.0,13.0,38.24,21.0,11.0,52.38,19.0,15.0,78.9,9.0,32.0,41.0,19.0,3.0,18.0,3.0,24.0,reverse
2021_1016_2315_127,2021-10-16T00:00:00+00:00,Ratiopharm Ulm,127,Merlins Crailsheim,2315,93,71,local,2021-22,0,W2L4uZEr,61.0,35.0,57.38,39.0,27.0,69.23,22.0,8.0,36.36,22.0,15.0,68.2,8.0,28.0,36.0,18.0,4.0,12.0,5.0,15.0,63.0,26.0,41.27,34.0,15.0,44.12,29.0,11.0,37.93,11.0,8.0,72.7,10.0,23.0,33.0,16.0,3.0,16.0,5.0,25.0,reverse
2021_1016_450_2745,2021-10-16T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,SYNTAINICS MBC Weissenfels,450,73,95,visitante,2021-22,0,UgZxpF6R,60.0,26.0,43.33,34.0,19.0,55.88,26.0,7.0,26.92,20.0,14.0,70.0,15.0,17.0,32.0,15.0,2.0,15.0,5.0,13.0,68.0,37.0,54.41,38.0,24.0,63.16,30.0,13.0,43.33,9.0,8.0,88.9,14.0,24.0,38.0,18.0,0.0,10.0,7.0,18.0,reverse
2021_1017_132_215,2021-10-17T00:00:00+00:00,MLP Academics Heidelberg,215,Bamberg Baskets,132,68,72,visitante,2021-22,0,6ZSGxXb1,59.0,28.0,47.46,39.0,22.0,56.41,20.0,6.0,30.0,16.0,6.0,37.5,11.0,25.0,36.0,13.0,3.0,18.0,10.0,16.0,50.0,27.0,54.0,19.0,16.0,84.21,31.0,11.0,35.48,14.0,9.0,64.3,9.0,23.0,32.0,24.0,3.0,20.0,11.0,20.0,reverse
2021_1017_219_133,2021-10-17T00:00:00+00:00,46ers Giessen,133,FC Bayern Muenchen Basketball,219,64,71,visitante,2021-22,0,OAwCwDqe,63.0,26.0,41.27,43.0,19.0,44.19,20.0,7.0,35.0,14.0,7.0,50.0,14.0,22.0,36.0,15.0,2.0,20.0,6.0,23.0,71.0,26.0,36.62,48.0,22.0,45.83,23.0,4.0,17.39,20.0,15.0,75.0,24.0,30.0,54.0,10.0,4.0,18.0,10.0,22.0,reverse
2021_1017_19629_134,2021-10-17T00:00:00+00:00,Medi Bayreuth,134,Veolia Towers Hamburg,19629,70,77,visitante,2021-22,0,QPK8vgUl,52.0,25.0,48.08,30.0,19.0,63.33,22.0,6.0,27.27,18.0,14.0,77.8,7.0,28.0,35.0,15.0,9.0,15.0,7.0,17.0,71.0,29.0,40.85,38.0,18.0,47.37,33.0,11.0,33.33,10.0,8.0,80.0,14.0,22.0,36.0,21.0,0.0,11.0,4.0,19.0,reverse
2021_1017_1634_10,2021-10-17T00:00:00+00:00,ALBA Berlin,10,EWE Baskets Oldenburg,1634,92,74,local,2021-22,0,pQRKyiE7,69.0,36.0,52.17,42.0,27.0,64.29,27.0,9.0,33.33,14.0,11.0,78.6,13.0,26.0,39.0,21.0,3.0,15.0,5.0,18.0,69.0,29.0,42.03,45.0,24.0,53.33,24.0,5.0,20.83,19.0,11.0,57.9,15.0,21.0,36.0,17.0,2.0,15.0,9.0,21.0,reverse
2021_1022_1634_19629,2021-10-22T00:00:00+00:00,Veolia Towers Hamburg,19629,EWE Baskets Oldenburg,1634,79,77,local,2021-22,0,YuL20zi8,58.0,26.0,44.83,32.0,19.0,59.38,26.0,7.0,26.92,24.0,20.0,83.3,12.0,26.0,38.0,16.0,2.0,17.0,4.0,17.0,60.0,28.0,46.67,38.0,19.0,50.0,22.0,9.0,40.91,13.0,10.0,76.9,7.0,20.0,27.0,9.0,1.0,13.0,10.0,22.0,reverse
2021_1023_134_2315,2021-10-23T00:00:00+00:00,Merlins Crailsheim,2315,Medi Bayreuth,134,86,74,local,2021-22,0,hUXzrSzs,64.0,32.0,50.0,41.0,22.0,53.66,23.0,10.0,43.48,15.0,12.0,80.0,11.0,27.0,38.0,18.0,3.0,15.0,7.0,23.0,63.0,26.0,41.27,39.0,22.0,56.41,24.0,4.0,16.67,21.0,18.0,85.7,10.0,22.0,32.0,13.0,5.0,13.0,7.0,19.0,reverse
2021_1023_133_450,2021-10-23T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,46ers Giessen,133,81,100,visitante,2021-22,0,CWJ6af6E,64.0,30.0,46.88,43.0,24.0,55.81,21.0,6.0,28.57,19.0,15.0,78.9,13.0,14.0,27.0,12.0,3.0,15.0,6.0,25.0,65.0,41.0,63.08,46.0,35.0,76.09,19.0,6.0,31.58,19.0,12.0,63.2,11.0,24.0,35.0,18.0,2.0,12.0,7.0,19.0,reverse
2021_1023_40_132,2021-10-23T00:00:00+00:00,Bamberg Baskets,132,Basketball Loewen Braunschweig,40,84,90,visitante,2021-22,0,0fyqt65g,60.0,28.0,46.67,32.0,18.0,56.25,28.0,10.0,35.71,25.0,18.0,72.0,15.0,19.0,34.0,22.0,1.0,19.0,9.0,20.0,55.0,30.0,54.55,25.0,15.0,60.0,30.0,15.0,50.0,20.0,15.0,75.0,6.0,21.0,27.0,26.0,0.0,19.0,11.0,26.0,reverse
