game_id,fecha,equipo_local,club_local_id,equipo_visitante,club_visitante_id,pts_local,pts_visitante,ganador,temporada,is_playoff,fs_match_id,home_fga,home_fgm,home_fg_pct,home_fg2a,home_fg2m,home_fg2_pct,home_fg3a,home_fg3m,home_fg3_pct,home_fta,home_ftm,home_ft_pct,home_oreb,home_dreb,home_reb,home_ast,home_blk,home_tov,home_stl,home_pf,away_fga,away_fgm,away_fg_pct,away_fg2a,away_fg2m,away_fg2_pct,away_fg3a,away_fg3m,away_fg3_pct,away_fta,away_ftm,away_ft_pct,away_oreb,away_dreb,away_reb,away_ast,away_blk,away_tov,away_stl,away_pf,fs_match_orientation
2023_0120_134_1774,2023-01-20T00:00:00+00:00,Rostock Seawolves,1774,Medi Bayreuth,134,92,83,local,2022-23,0,URjO5Ewr,63.0,32.0,50.79,37.0,24.0,64.86,26.0,8.0,30.77,24.0,20.0,83.3,9.0,30.0,39.0,16.0,4.0,15.0,6.0,24.0,59.0,28.0,47.46,27.0,19.0,70.37,32.0,9.0,28.13,25.0,18.0,72.0,4.0,23.0,27.0,11.0,4.0,12.0,8.0,24.0,reverse
2023_0121_1791_3361,2023-01-21T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,NINERS Chemnitz,1791,76,89,visitante,2022-23,0,veaTTuSG,62.0,24.0,38.71,26.0,13.0,50.0,36.0,11.0,30.56,19.0,17.0,89.5,12.0,19.0,31.0,11.0,6.0,10.0,3.0,20.0,63.0,29.0,46.03,33.0,18.0,54.55,30.0,11.0,36.67,24.0,20.0,83.3,17.0,26.0,43.0,22.0,1.0,12.0,4.0,17.0,reverse
2023_0121_19629_40,2023-01-21T00:00:00+00:00,Basketball Loewen Braunschweig,40,Veolia Towers Hamburg,19629,92,83,local,2022-23,0,rVfS4Yhl,62.0,29.0,46.77,28.0,15.0,53.57,34.0,14.0,41.18,25.0,20.0,80.0,7.0,18.0,25.0,25.0,2.0,11.0,13.0,23.0,57.0,30.0,52.63,37.0,21.0,56.76,20.0,9.0,45.0,23.0,14.0,60.9,12.0,25.0,37.0,15.0,2.0,20.0,5.0,20.0,reverse
2023_0121_1510_1634,2023-01-21T00:00:00+00:00,EWE Baskets Oldenburg,1634,Telekom Baskets Bonn,1510,79,108,visitante,2022-23,0,QgpX3h8f,63.0,29.0,46.03,35.0,21.0,60.0,28.0,8.0,28.57,19.0,13.0,68.4,13.0,20.0,33.0,15.0,1.0,11.0,4.0,20.0,62.0,39.0,62.9,29.0,21.0,72.41,33.0,18.0,54.55,18.0,12.0,66.7,6.0,21.0,27.0,22.0,0.0,7.0,10.0,22.0,reverse
2023_0121_2315_41,2023-01-21T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Merlins Crailsheim,2315,87,106,visitante,2022-23,0,4pqy3CN0,74.0,30.0,40.54,38.0,20.0,52.63,36.0,10.0,27.78,25.0,19.0,76.0,17.0,25.0,42.0,16.0,2.0,10.0,3.0,21.0,66.0,35.0,53.03,34.0,20.0,58.82,32.0,15.0,46.88,20.0,19.0,95.0,7.0,30.0,37.0,18.0,6.0,8.0,6.0,23.0,reverse
2023_0122_450_127,2023-01-22T00:00:00+00:00,Ratiopharm Ulm,127,SYNTAINICS MBC Weissenfels,450,91,87,local,2022-23,0,j1sq1jhD,69.0,33.0,47.83,33.0,23.0,69.7,36.0,10.0,27.78,19.0,15.0,78.9,14.0,23.0,37.0,17.0,1.0,12.0,11.0,14.0,66.0,36.0,54.55,39.0,25.0,64.1,27.0,11.0,40.74,6.0,4.0,66.7,7.0,25.0,32.0,19.0,5.0,15.0,8.0,21.0,reverse
2023_0122_132_219,2023-01-22T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Bamberg Baskets,132,94,87,local,2022-23,0,h6LRPZUD,68.0,34.0,50.0,42.0,25.0,59.52,26.0,9.0,34.62,24.0,17.0,70.8,12.0,25.0,37.0,18.0,1.0,9.0,6.0,18.0,65.0,34.0,52.31,35.0,22.0,62.86,30.0,12.0,40.0,11.0,7.0,63.6,7.0,24.0,31.0,20.0,0.0,12.0,5.0,26.0,reverse
2023_0123_2745_10,2023-01-23T00:00:00+00:00,ALBA Berlin,10,FITOne Wuerzburg Baskets,2745,79,76,local,2022-23,0,4rle87at,59.0,27.0,45.76,32.0,14.0,43.75,27.0,13.0,48.15,15.0,12.0,80.0,12.0,26.0,38.0,20.0,5.0,17.0,4.0,15.0,67.0,30.0,44.78,50.0,23.0,46.0,17.0,7.0,41.18,9.0,9.0,100.0,9.0,19.0,28.0,12.0,6.0,11.0,10.0,20.0,reverse
2023_0128_10_2315,2023-01-28T00:00:00+00:00,Merlins Crailsheim,2315,ALBA Berlin,10,77,100,visitante,2022-23,0,fXt855qa,69.0,27.0,39.13,33.0,14.0,42.42,36.0,13.0,36.11,12.0,10.0,83.3,16.0,24.0,40.0,17.0,3.0,17.0,5.0,22.0,72.0,37.0,51.39,38.0,25.0,65.79,34.0,12.0,35.29,20.0,14.0,70.0,15.0,26.0,41.0,24.0,5.0,10.0,10.0,16.0,reverse
2023_0128_215_2745,2023-01-28T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,MLP Academics Heidelberg,215,82,93,visitante,2022-23,0,xdn36oUh,72.0,32.0,44.44,49.0,24.0,48.98,23.0,8.0,34.78,17.0,10.0,58.8,13.0,21.0,34.0,14.0,3.0,8.0,8.0,25.0,62.0,31.0,50.0,37.0,24.0,64.86,25.0,7.0,28.0,26.0,24.0,92.3,9.0,30.0,39.0,12.0,6.0,10.0,6.0,16.0,reverse
2023_0128_1774_450,2023-01-28T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Rostock Seawolves,1774,77,79,visitante,2022-23,0,b5ma7REn,72.0,29.0,40.28,36.0,17.0,47.22,36.0,12.0,33.33,12.0,7.0,58.3,13.0,28.0,41.0,17.0,3.0,12.0,6.0,21.0,62.0,28.0,45.16,45.0,21.0,46.67,17.0,7.0,41.18,24.0,16.0,66.7,10.0,33.0,43.0,15.0,5.0,13.0,6.0,18.0,reverse
2023_0128_41_1634,2023-01-28T00:00:00+00:00,EWE Baskets Oldenburg,1634,MHP Riesen Ludwigsburg,41,75,71,local,2022-23,0,SpuG3qEB,53.0,25.0,47.17,31.0,14.0,45.16,22.0,11.0,50.0,20.0,14.0,70.0,6.0,33.0,39.0,22.0,4.0,17.0,5.0,17.0,72.0,27.0,37.5,42.0,16.0,38.1,30.0,11.0,36.67,9.0,6.0,66.7,11.0,24.0,35.0,17.0,4.0,10.0,8.0,23.0,reverse
2023_0128_127_132,2023-01-28T00:00:00+00:00,Bamberg Baskets,132,Ratiopharm Ulm,127,87,107,visitante,2022-23,0,YNuC4Pb5,63.0,31.0,49.21,36.0,21.0,58.33,27.0,10.0,37.04,17.0,15.0,88.2,10.0,23.0,33.0,15.0,1.0,19.0,8.0,22.0,81.0,38.0,46.91,37.0,21.0,56.76,44.0,17.0,38.64,16.0,14.0,87.5,19.0,22.0,41.0,16.0,5.0,11.0,7.0,18.0,reverse
2023_0129_219_214,2023-01-29T00:00:00+00:00,BG Goettingen,214,FC Bayern Muenchen Basketball,219,74,105,visitante,2022-23,0,QVcJ23TH,70.0,29.0,41.43,43.0,20.0,46.51,27.0,9.0,33.33,9.0,7.0,77.8,13.0,16.0,29.0,13.0,1.0,13.0,4.0,24.0,56.0,32.0,57.14,26.0,20.0,76.92,30.0,12.0,40.0,33.0,29.0,87.9,8.0,29.0,37.0,26.0,5.0,12.0,6.0,18.0,reverse
2023_0129_134_1510,2023-01-29T00:00:00+00:00,Telekom Baskets Bonn,1510,Medi Bayreuth,134,94,71,local,2022-23,0,8fmO1NrO,66.0,30.0,45.45,31.0,17.0,54.84,35.0,13.0,37.14,26.0,21.0,80.8,20.0,22.0,42.0,26.0,0.0,15.0,11.0,22.0,56.0,22.0,39.29,34.0,15.0,44.12,22.0,7.0,31.82,30.0,20.0,66.7,17.0,18.0,35.0,21.0,0.0,19.0,12.0,24.0,reverse
2023_0129_3361_19629,2023-01-29T00:00:00+00:00,Veolia Towers Hamburg,19629,Fraport Skyliners Frankfurt,3361,93,97,visitante,2022-23,0,YHbXSasN,60.0,33.0,55.0,39.0,25.0,64.1,21.0,8.0,38.1,28.0,19.0,67.9,11.0,25.0,36.0,22.0,3.0,16.0,6.0,22.0,69.0,35.0,50.72,41.0,21.0,51.22,28.0,14.0,50.0,15.0,13.0,86.7,9.0,21.0,30.0,22.0,2.0,9.0,9.0,26.0,reverse
2023_0129_40_1791,2023-01-29T00:00:00+00:00,NINERS Chemnitz,1791,Basketball Loewen Braunschweig,40,71,78,visitante,2022-23,0,nonS0sbU,64.0,24.0,37.5,32.0,18.0,56.25,32.0,6.0,18.75,18.0,17.0,94.4,11.0,23.0,34.0,12.0,1.0,15.0,7.0,20.0,55.0,25.0,45.45,29.0,15.0,51.72,26.0,10.0,38.46,27.0,18.0,66.7,10.0,26.0,36.0,12.0,3.0,18.0,11.0,22.0,reverse
2023_0201_3361_215,2023-02-01T00:00:00+00:00,MLP Academics Heidelberg,215,Fraport Skyliners Frankfurt,3361,94,82,local,2022-23,0,baWgp1Cc,68.0,36.0,52.94,36.0,24.0,66.67,32.0,12.0,37.5,15.0,10.0,66.7,7.0,28.0,35.0,20.0,2.0,8.0,6.0,15.0,65.0,32.0,49.23,35.0,21.0,60.0,30.0,11.0,36.67,9.0,7.0,77.8,5.0,28.0,33.0,18.0,0.0,14.0,3.0,22.0,reverse
2023_0203_19629_1774,2023-02-03T00:00:00+00:00,Rostock Seawolves,1774,Veolia Towers Hamburg,19629,91,81,local,2022-23,0,KEK2rusA,60.0,31.0,51.67,39.0,23.0,58.97,21.0,8.0,38.1,27.0,21.0,77.8,9.0,31.0,40.0,13.0,4.0,18.0,10.0,24.0,71.0,29.0,40.85,40.0,21.0,52.5,31.0,8.0,25.81,24.0,15.0,62.5,16.0,24.0,40.0,15.0,1.0,16.0,7.0,24.0,reverse
2023_0203_2745_1791,2023-02-03T00:00:00+00:00,NINERS Chemnitz,1791,FITOne Wuerzburg Baskets,2745,74,77,visitante,2022-23,0,EkZ5sadG,49.0,27.0,55.1,23.0,19.0,82.61,26.0,8.0,30.77,19.0,12.0,63.2,10.0,21.0,31.0,20.0,0.0,22.0,7.0,21.0,62.0,28.0,45.16,43.0,20.0,46.51,19.0,8.0,42.11,20.0,13.0,65.0,14.0,16.0,30.0,15.0,2.0,14.0,13.0,17.0,reverse
2023_0205_132_214,2023-02-05T00:00:00+00:00,BG Goettingen,214,Bamberg Baskets,132,92,95,visitante,2022-23,0,CQEtycZq,59.0,27.0,45.76,31.0,18.0,58.06,28.0,9.0,32.14,34.0,29.0,85.3,13.0,28.0,41.0,16.0,1.0,26.0,7.0,25.0,67.0,33.0,49.25,45.0,26.0,57.78,22.0,7.0,31.82,27.0,22.0,81.5,8.0,17.0,25.0,19.0,3.0,16.0,10.0,31.0,reverse
2023_0205_40_450,2023-02-05T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Basketball Loewen Braunschweig,40,89,73,local,2022-23,0,f9fudbB9,55.0,27.0,49.09,30.0,16.0,53.33,25.0,11.0,44.0,27.0,24.0,88.9,4.0,30.0,34.0,20.0,2.0,12.0,7.0,21.0,64.0,25.0,39.06,33.0,19.0,57.58,31.0,6.0,19.35,23.0,17.0,73.9,12.0,24.0,36.0,18.0,3.0,14.0,5.0,25.0,reverse
2023_0205_219_1510,2023-02-05T00:00:00+00:00,Telekom Baskets Bonn,1510,FC Bayern Muenchen Basketball,219,77,73,local,2022-23,0,z5NEuwRS,57.0,29.0,50.88,40.0,22.0,55.0,17.0,7.0,41.18,14.0,12.0,85.7,8.0,26.0,34.0,16.0,4.0,13.0,7.0,24.0,62.0,26.0,41.94,36.0,15.0,41.67,26.0,11.0,42.31,13.0,10.0,76.9,12.0,18.0,30.0,15.0,7.0,12.0,6.0,21.0,reverse
2023_0205_134_127,2023-02-05T00:00:00+00:00,Ratiopharm Ulm,127,Medi Bayreuth,134,80,64,local,2022-23,0,pvDlZz4d,72.0,29.0,40.28,42.0,17.0,40.48,30.0,12.0,40.0,14.0,10.0,71.4,16.0,26.0,42.0,18.0,4.0,9.0,14.0,18.0,58.0,21.0,36.21,32.0,13.0,40.63,26.0,8.0,30.77,20.0,14.0,70.0,13.0,29.0,42.0,17.0,3.0,17.0,8.0,17.0,reverse
2023_0205_2315_1791,2023-02-05T00:00:00+00:00,NINERS Chemnitz,1791,Merlins Crailsheim,2315,82,79,local,2022-23,0,6mEpzHlj,64.0,28.0,43.75,34.0,19.0,55.88,30.0,9.0,30.0,24.0,17.0,70.8,11.0,31.0,42.0,18.0,2.0,11.0,7.0,26.0,58.0,24.0,41.38,21.0,10.0,47.62,37.0,14.0,37.84,23.0,17.0,73.9,6.0,29.0,35.0,17.0,1.0,13.0,5.0,22.0,reverse
2023_0205_215_10,2023-02-05T00:00:00+00:00,ALBA Berlin,10,MLP Academics Heidelberg,215,94,86,local,2022-23,0,MedXcKtc,59.0,36.0,61.02,35.0,23.0,65.71,24.0,13.0,54.17,16.0,9.0,56.3,6.0,29.0,35.0,28.0,3.0,15.0,6.0,17.0,71.0,33.0,46.48,41.0,21.0,51.22,30.0,12.0,40.0,14.0,8.0,57.1,10.0,18.0,28.0,22.0,1.0,10.0,9.0,19.0,reverse
2023_0205_41_3361,2023-02-05T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,MHP Riesen Ludwigsburg,41,81,96,visitante,2022-23,0,htY9tJBM,67.0,31.0,46.27,33.0,22.0,66.67,34.0,9.0,26.47,12.0,10.0,83.3,10.0,15.0,25.0,18.0,1.0,14.0,6.0,22.0,60.0,36.0,60.0,33.0,23.0,69.7,27.0,13.0,48.15,18.0,11.0,61.1,9.0,26.0,35.0,21.0,0.0,16.0,7.0,20.0,reverse
2023_0205_1774_1634,2023-02-05T00:00:00+00:00,EWE Baskets Oldenburg,1634,Rostock Seawolves,1774,80,73,local,2022-23,0,0neycvd3,75.0,29.0,38.67,35.0,21.0,60.0,40.0,8.0,20.0,16.0,14.0,87.5,18.0,22.0,40.0,13.0,0.0,8.0,9.0,20.0,63.0,28.0,44.44,33.0,19.0,57.58,30.0,9.0,30.0,10.0,8.0,80.0,12.0,29.0,41.0,17.0,4.0,17.0,6.0,21.0,reverse
2023_0206_2745_19629,2023-02-06T00:00:00+00:00,Veolia Towers Hamburg,19629,FITOne Wuerzburg Baskets,2745,56,90,visitante,2022-23,0,6qbqeIQF,48.0,20.0,41.67,30.0,15.0,50.0,18.0,5.0,27.78,20.0,11.0,55.0,7.0,22.0,29.0,17.0,0.0,23.0,2.0,19.0,61.0,36.0,59.02,42.0,27.0,64.29,19.0,9.0,47.37,12.0,9.0,75.0,4.0,24.0,28.0,13.0,2.0,10.0,18.0,21.0,reverse
2023_0209_214_215,2023-02-09T00:00:00+00:00,MLP Academics Heidelberg,215,BG Goettingen,214,81,87,visitante,2022-23,0,CAru2Wx7,64.0,28.0,43.75,34.0,18.0,52.94,30.0,10.0,33.33,19.0,15.0,78.9,8.0,25.0,33.0,13.0,3.0,11.0,6.0,25.0,67.0,34.0,50.75,49.0,28.0,57.14,18.0,6.0,33.33,21.0,13.0,61.9,10.0,27.0,37.0,20.0,3.0,7.0,3.0,23.0,reverse
2023_0211_214_2315,2023-02-11T00:00:00+00:00,Merlins Crailsheim,2315,BG Goettingen,214,79,92,visitante,2022-23,0,YcEPzlu1,51.0,24.0,47.06,29.0,18.0,62.07,22.0,6.0,27.27,33.0,25.0,75.8,6.0,19.0,25.0,12.0,5.0,10.0,6.0,23.0,64.0,29.0,45.31,36.0,18.0,50.0,28.0,11.0,39.29,24.0,23.0,95.8,14.0,24.0,38.0,12.0,1.0,11.0,5.0,26.0,reverse
2023_0211_19629_134,2023-02-11T00:00:00+00:00,Medi Bayreuth,134,Veolia Towers Hamburg,19629,74,86,visitante,2022-23,0,GM3UZ7f7,53.0,24.0,45.28,28.0,15.0,53.57,25.0,9.0,36.0,22.0,17.0,77.3,8.0,25.0,33.0,16.0,1.0,20.0,7.0,23.0,63.0,32.0,50.79,42.0,23.0,54.76,21.0,9.0,42.86,17.0,13.0,76.5,8.0,24.0,32.0,18.0,3.0,14.0,11.0,23.0,reverse
2023_0211_41_40,2023-02-11T00:00:00+00:00,Basketball Loewen Braunschweig,40,MHP Riesen Ludwigsburg,41,92,93,visitante,2022-23,0,f7FLyUPf,73.0,36.0,49.32,46.0,30.0,65.22,27.0,6.0,22.22,20.0,14.0,70.0,17.0,30.0,47.0,17.0,3.0,13.0,4.0,24.0,73.0,32.0,43.84,35.0,17.0,48.57,38.0,15.0,39.47,22.0,14.0,63.6,14.0,21.0,35.0,24.0,3.0,7.0,9.0,18.0,reverse
2023_0211_127_215,2023-02-11T00:00:00+00:00,MLP Academics Heidelberg,215,Ratiopharm Ulm,127,84,92,visitante,2022-23,0,QXAHxAAl,58.0,27.0,46.55,30.0,16.0,53.33,28.0,11.0,39.29,23.0,19.0,82.6,11.0,28.0,39.0,16.0,0.0,15.0,2.0,16.0,66.0,31.0,46.97,24.0,14.0,58.33,42.0,17.0,40.48,19.0,13.0,68.4,10.0,21.0,31.0,21.0,2.0,8.0,11.0,23.0,reverse
2023_0211_10_1634,2023-02-11T00:00:00+00:00,EWE Baskets Oldenburg,1634,ALBA Berlin,10,81,89,visitante,2022-23,0,MJfKdV1K,64.0,32.0,50.0,44.0,25.0,56.82,20.0,7.0,35.0,13.0,10.0,76.9,12.0,25.0,37.0,18.0,3.0,13.0,5.0,22.0,68.0,31.0,45.59,36.0,20.0,55.56,32.0,11.0,34.38,20.0,16.0,80.0,15.0,20.0,35.0,26.0,3.0,9.0,5.0,14.0,reverse
2023_0212_1774_1510,2023-02-12T00:00:00+00:00,Telekom Baskets Bonn,1510,Rostock Seawolves,1774,77,62,local,2022-23,0,nsCDwjer,75.0,31.0,41.33,40.0,22.0,55.0,35.0,9.0,25.71,10.0,6.0,60.0,21.0,27.0,48.0,20.0,1.0,13.0,8.0,23.0,59.0,20.0,33.9,36.0,17.0,47.22,23.0,3.0,13.04,26.0,19.0,73.1,11.0,25.0,36.0,15.0,2.0,15.0,4.0,15.0,reverse
2023_0212_1791_219,2023-02-12T00:00:00+00:00,FC Bayern Muenchen Basketball,219,NINERS Chemnitz,1791,79,58,local,2022-23,0,UP7YYR9D,59.0,26.0,44.07,27.0,11.0,40.74,32.0,15.0,46.88,18.0,12.0,66.7,11.0,26.0,37.0,14.0,1.0,13.0,8.0,18.0,55.0,22.0,40.0,39.0,16.0,41.03,16.0,6.0,37.5,10.0,8.0,80.0,7.0,24.0,31.0,15.0,2.0,15.0,4.0,21.0,reverse
2023_0212_3361_132,2023-02-12T00:00:00+00:00,Bamberg Baskets,132,Fraport Skyliners Frankfurt,3361,100,83,local,2022-23,0,8WQlDjaS,67.0,35.0,52.24,36.0,21.0,58.33,31.0,14.0,45.16,19.0,16.0,84.2,11.0,25.0,36.0,21.0,4.0,8.0,6.0,24.0,60.0,29.0,48.33,35.0,14.0,40.0,25.0,15.0,60.0,18.0,10.0,55.6,8.0,24.0,32.0,21.0,3.0,11.0,3.0,17.0,reverse
2023_0212_450_2745,2023-02-12T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,SYNTAINICS MBC Weissenfels,450,83,98,visitante,2022-23,0,rTeGcBnE,63.0,31.0,49.21,43.0,21.0,48.84,20.0,10.0,50.0,15.0,11.0,73.3,18.0,16.0,34.0,15.0,1.0,16.0,5.0,20.0,54.0,35.0,64.81,29.0,21.0,72.41,25.0,14.0,56.0,17.0,14.0,82.4,5.0,14.0,19.0,30.0,3.0,9.0,7.0,19.0,reverse
2023_0214_132_127,2023-02-14T00:00:00+00:00,Ratiopharm Ulm,127,Bamberg Baskets,132,77,97,visitante,2022-23,0,4vbqi9Ps,61.0,24.0,39.34,30.0,13.0,43.33,31.0,11.0,35.48,29.0,18.0,62.1,14.0,25.0,39.0,10.0,2.0,16.0,7.0,21.0,69.0,32.0,46.38,31.0,17.0,54.84,38.0,15.0,39.47,19.0,18.0,94.7,11.0,31.0,42.0,19.0,0.0,11.0,7.0,23.0,reverse
2023_0214_219_19629,2023-02-14T00:00:00+00:00,Veolia Towers Hamburg,19629,FC Bayern Muenchen Basketball,219,89,70,local,2022-23,0,2VBHekHQ,59.0,32.0,54.24,35.0,20.0,57.14,24.0,12.0,50.0,17.0,13.0,76.5,6.0,28.0,34.0,18.0,1.0,14.0,12.0,21.0,65.0,26.0,40.0,44.0,20.0,45.45,21.0,6.0,28.57,19.0,12.0,63.2,14.0,22.0,36.0,13.0,1.0,13.0,9.0,19.0,reverse
2023_0214_134_41,2023-02-14T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Medi Bayreuth,134,108,94,local,2022-23,0,fTjdl790,68.0,38.0,55.88,34.0,24.0,70.59,34.0,14.0,41.18,24.0,18.0,75.0,11.0,17.0,28.0,19.0,0.0,9.0,8.0,26.0,52.0,30.0,57.69,29.0,18.0,62.07,23.0,12.0,52.17,29.0,22.0,75.9,8.0,19.0,27.0,22.0,1.0,20.0,5.0,25.0,reverse
2023_0214_2315_10,2023-02-14T00:00:00+00:00,ALBA Berlin,10,Merlins Crailsheim,2315,91,85,local,2022-23,0,C41ikmff,52.0,29.0,55.77,32.0,23.0,71.88,20.0,6.0,30.0,33.0,27.0,81.8,10.0,28.0,38.0,18.0,2.0,16.0,2.0,17.0,65.0,31.0,47.69,42.0,25.0,59.52,23.0,6.0,26.09,18.0,17.0,94.4,7.0,14.0,21.0,17.0,2.0,10.0,8.0,27.0,reverse
2023_0214_1634_3361,2023-02-14T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,EWE Baskets Oldenburg,1634,79,87,visitante,2022-23,0,b1cmjTvl,47.0,22.0,46.81,22.0,12.0,54.55,25.0,10.0,40.0,27.0,25.0,92.6,7.0,18.0,25.0,11.0,2.0,18.0,7.0,20.0,57.0,27.0,47.37,27.0,17.0,62.96,30.0,10.0,33.33,26.0,23.0,88.5,14.0,23.0,37.0,17.0,1.0,18.0,12.0,24.0,reverse
2023_0215_40_1774,2023-02-15T00:00:00+00:00,Rostock Seawolves,1774,Basketball Loewen Braunschweig,40,87,71,local,2022-23,0,YJk0mRO6,55.0,28.0,50.91,32.0,19.0,59.38,23.0,9.0,39.13,31.0,22.0,71.0,8.0,30.0,38.0,20.0,3.0,17.0,7.0,13.0,67.0,27.0,40.3,37.0,20.0,54.05,30.0,7.0,23.33,11.0,10.0,90.9,9.0,24.0,33.0,10.0,3.0,18.0,8.0,25.0,reverse
2023_0215_1510_450,2023-02-15T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Telekom Baskets Bonn,1510,57,91,visitante,2022-23,0,tpg8o5gJ,59.0,22.0,37.29,35.0,16.0,45.71,24.0,6.0,25.0,8.0,7.0,87.5,5.0,13.0,18.0,15.0,0.0,12.0,11.0,15.0,65.0,39.0,60.0,38.0,29.0,76.32,27.0,10.0,37.04,3.0,3.0,100.0,13.0,29.0,42.0,26.0,3.0,15.0,7.0,17.0,reverse
2023_0215_1791_214,2023-02-15T00:00:00+00:00,BG Goettingen,214,NINERS Chemnitz,1791,87,86,local,2022-23,0,2gf4novD,58.0,27.0,46.55,30.0,17.0,56.67,28.0,10.0,35.71,34.0,23.0,67.6,11.0,20.0,31.0,17.0,0.0,11.0,5.0,26.0,62.0,28.0,45.16,36.0,19.0,52.78,26.0,9.0,34.62,30.0,21.0,70.0,14.0,25.0,39.0,25.0,1.0,11.0,6.0,28.0,reverse
2023_0215_2745_215,2023-02-15T00:00:00+00:00,MLP Academics Heidelberg,215,FITOne Wuerzburg Baskets,2745,71,90,visitante,2022-23,0,rkXjAlWJ,59.0,25.0,42.37,28.0,15.0,53.57,31.0,10.0,32.26,11.0,11.0,100.0,8.0,16.0,24.0,17.0,1.0,16.0,3.0,14.0,70.0,39.0,55.71,55.0,35.0,63.64,15.0,4.0,26.67,9.0,8.0,88.9,14.0,25.0,39.0,20.0,3.0,13.0,11.0,15.0,reverse
2023_0302_1510_2315,2023-03-02T00:00:00+00:00,Merlins Crailsheim,2315,Telekom Baskets Bonn,1510,83,101,visitante,2022-23,0,pGAvN6R0,59.0,31.0,52.54,29.0,18.0,62.07,30.0,13.0,43.33,9.0,8.0,88.9,10.0,25.0,35.0,14.0,4.0,16.0,5.0,24.0,67.0,36.0,53.73,41.0,26.0,63.41,26.0,10.0,38.46,26.0,19.0,73.1,11.0,18.0,29.0,26.0,3.0,7.0,10.0,17.0,reverse
2023_0303_19629_132,2023-03-03T00:00:00+00:00,Bamberg Baskets,132,Veolia Towers Hamburg,19629,88,83,local,2022-23,0,0OIG8A7q,65.0,31.0,47.69,36.0,20.0,55.56,29.0,11.0,37.93,20.0,17.0,85.0,12.0,24.0,36.0,20.0,4.0,14.0,6.0,22.0,68.0,33.0,48.53,45.0,26.0,57.78,23.0,7.0,30.43,18.0,10.0,55.6,17.0,24.0,41.0,17.0,0.0,17.0,6.0,22.0,reverse
2023_0303_2745_127,2023-03-03T00:00:00+00:00,Ratiopharm Ulm,127,FITOne Wuerzburg Baskets,2745,82,62,local,2022-23,0,KOPS58i2,58.0,28.0,48.28,26.0,19.0,73.08,32.0,9.0,28.13,22.0,17.0,77.3,10.0,26.0,36.0,19.0,4.0,15.0,12.0,23.0,47.0,21.0,44.68,30.0,16.0,53.33,17.0,5.0,29.41,20.0,15.0,75.0,2.0,22.0,24.0,11.0,1.0,18.0,8.0,21.0,reverse
2023_0304_1791_40,2023-03-04T00:00:00+00:00,Basketball Loewen Braunschweig,40,NINERS Chemnitz,1791,83,73,local,2022-23,0,tzjf98oQ,61.0,31.0,50.82,26.0,16.0,61.54,35.0,15.0,42.86,11.0,6.0,54.5,14.0,25.0,39.0,20.0,2.0,16.0,6.0,23.0,58.0,26.0,44.83,29.0,17.0,58.62,29.0,9.0,31.03,17.0,12.0,70.6,10.0,17.0,27.0,19.0,1.0,14.0,4.0,18.0,reverse
2023_0304_450_1774,2023-03-04T00:00:00+00:00,Rostock Seawolves,1774,SYNTAINICS MBC Weissenfels,450,78,102,visitante,2022-23,0,Mw7P6lxd,58.0,26.0,44.83,34.0,20.0,58.82,24.0,6.0,25.0,25.0,20.0,80.0,7.0,18.0,25.0,12.0,0.0,12.0,6.0,15.0,65.0,35.0,53.85,32.0,23.0,71.88,33.0,12.0,36.36,23.0,20.0,87.0,10.0,26.0,36.0,20.0,4.0,10.0,7.0,21.0,reverse
2023_0304_10_219,2023-03-04T00:00:00+00:00,FC Bayern Muenchen Basketball,219,ALBA Berlin,10,76,71,local,2022-23,0,Ug7JSVbF,69.0,31.0,44.93,35.0,20.0,57.14,34.0,11.0,32.35,4.0,3.0,75.0,16.0,21.0,37.0,17.0,2.0,13.0,13.0,20.0,52.0,24.0,46.15,26.0,12.0,46.15,26.0,12.0,46.15,14.0,11.0,78.6,7.0,23.0,30.0,14.0,2.0,21.0,9.0,13.0,reverse
2023_0305_1634_2315,2023-03-05T00:00:00+00:00,Merlins Crailsheim,2315,EWE Baskets Oldenburg,1634,86,94,visitante,2022-23,0,pdSkosci,59.0,30.0,50.85,25.0,15.0,60.0,34.0,15.0,44.12,13.0,11.0,84.6,8.0,21.0,29.0,18.0,5.0,17.0,6.0,22.0,70.0,35.0,50.0,41.0,26.0,63.41,29.0,9.0,31.03,21.0,15.0,71.4,16.0,19.0,35.0,21.0,3.0,10.0,7.0,21.0,reverse
