game_id,temporada,fecha,equipo_local,equipo_visitante,club_local_id,club_visitante_id,home_pts_avg_5,home_pts_conceded_avg_5,home_win_rate_5,away_pts_avg_5,away_pts_conceded_avg_5,away_win_rate_5,pts_diff_5,win_rate_diff_5,home_pts_avg_10,home_pts_conceded_avg_10,home_win_rate_10,away_pts_avg_10,away_pts_conceded_avg_10,away_win_rate_10,pts_diff_10,win_rate_diff_10,home_win_rate_3,away_win_rate_3,win_rate_diff_3,home_streak_5,away_streak_5,home_pt_diff_avg_5,away_pt_diff_avg_5,pt_diff_diff_5,h2h_home_wins,h2h_total,h2h_home_rate,is_home,target
2021_0928_10_3361,2021-22,2021-09-28 00:00:00+00:00,Fraport Skyliners Frankfurt,ALBA Berlin,3361,10,76.8,81.2,0.4,87.4,81.4,0.8,-10.600000000000009,-0.4,77.0,85.1,0.3,86.9,80.2,0.7,-9.900000000000006,-0.39999999999999997,0.6666666666666666,0.6666666666666666,0.0,-1.0,3.0,-4.400000000000006,6.0,-10.400000000000006,0,2,0.0,1,0
2021_0929_1634_2315,2021-22,2021-09-29 00:00:00+00:00,Merlins Crailsheim,EWE Baskets Oldenburg,2315,1634,88.2,79.8,0.8,83.6,75.4,0.6,4.6000000000000085,0.20000000000000007,87.6,81.5,0.7,88.9,80.2,0.6,-1.3000000000000114,0.09999999999999998,1.0,0.6666666666666666,0.33333333333333337,3.0,1.0,8.400000000000006,8.199999999999989,0.20000000000001705,2,2,1.0,1,0
2021_0929_1510_127,2021-22,2021-09-29 00:00:00+00:00,Ratiopharm Ulm,Telekom Baskets Bonn,127,1510,91.2,75.2,1.0,81.0,85.4,0.4,10.200000000000003,0.6,93.6,74.4,1.0,81.2,85.5,0.3,12.399999999999991,0.7,1.0,0.3333333333333333,0.6666666666666667,5.0,-1.0,16.0,-4.400000000000006,20.400000000000006,2,2,1.0,1,0
2021_0929_19629_1791,2021-22,2021-09-29 00:00:00+00:00,NINERS Chemnitz,Veolia Towers Hamburg,1791,19629,77.0,86.4,0.4,86.2,90.0,0.2,-9.200000000000003,0.2,77.3,86.6,0.4,86.6,85.5,0.5,-9.299999999999997,-0.09999999999999998,0.6666666666666666,0.3333333333333333,0.3333333333333333,-1.0,-3.0,-9.400000000000006,-3.799999999999997,-5.6000000000000085,2,2,1.0,1,1
2021_0930_215_41,2021-22,2021-09-30 00:00:00+00:00,MHP Riesen Ludwigsburg,MLP Academics Heidelberg,41,215,87.8,82.0,0.6,85.0,74.0,1.0,2.799999999999997,-0.4,92.4,78.5,0.8,85.0,74.0,1.0,7.400000000000006,-0.19999999999999996,0.6666666666666666,1.0,-0.33333333333333337,1.0,1.0,5.799999999999997,11.0,-5.200000000000003,0,0,0.5,1,0
2021_0930_40_450,2021-22,2021-09-30 00:00:00+00:00,SYNTAINICS MBC Weissenfels,Basketball Loewen Braunschweig,450,40,75.4,86.2,0.2,90.4,80.0,1.0,-15.0,-0.8,78.4,87.9,0.2,82.9,82.7,0.8,-4.5,-0.6000000000000001,0.0,1.0,-1.0,-3.0,5.0,-10.799999999999997,10.400000000000006,-21.200000000000003,1,2,0.5,1,1
2021_1008_2745_1634,2021-22,2021-10-08 00:00:00+00:00,EWE Baskets Oldenburg,FITOne Wuerzburg Baskets,1634,2745,83.6,79.4,0.6,74.8,96.8,0.0,8.799999999999997,0.6,85.5,81.5,0.6,75.8,95.9,0.1,9.700000000000003,0.5,0.6666666666666666,0.0,0.6666666666666666,1.0,-5.0,4.199999999999989,-22.0,26.19999999999999,2,2,1.0,1,0
2021_1009_133_215,2021-22,2021-10-09 00:00:00+00:00,MLP Academics Heidelberg,46ers Giessen,215,133,79.0,70.5,1.0,90.8,89.4,0.4,-11.799999999999997,0.6,79.0,70.5,1.0,90.2,89.7,0.4,-11.200000000000003,0.6,1.0,0.3333333333333333,0.6666666666666667,2.0,-1.0,8.5,1.3999999999999915,7.1000000000000085,0,0,0.5,1,1
2021_1009_214_1510,2021-22,2021-10-09 00:00:00+00:00,Telekom Baskets Bonn,BG Goettingen,1510,214,79.2,85.4,0.4,89.0,91.2,0.2,-9.799999999999997,0.2,81.3,84.8,0.4,89.0,90.4,0.3,-7.700000000000003,0.10000000000000003,0.6666666666666666,0.0,0.6666666666666666,-1.0,-3.0,-6.200000000000003,-2.200000000000003,-4.0,1,2,0.5,1,0
2021_1009_1791_134,2021-22,2021-10-09 00:00:00+00:00,Medi Bayreuth,NINERS Chemnitz,134,1791,88.4,78.4,0.8,80.8,83.8,0.6,7.6000000000000085,0.20000000000000007,84.4,82.7,0.5,77.7,86.4,0.4,6.700000000000003,0.09999999999999998,0.6666666666666666,0.6666666666666666,0.0,3.0,1.0,10.0,-3.0,13.0,2,2,1.0,1,1
2021_1009_127_132,2021-22,2021-10-09 00:00:00+00:00,Bamberg Baskets,Ratiopharm Ulm,132,127,84.8,87.2,0.6,87.2,74.8,0.8,-2.4000000000000057,-0.20000000000000007,87.4,87.2,0.5,92.1,75.6,0.9,-4.699999999999989,-0.4,0.6666666666666666,0.6666666666666666,0.0,1.0,3.0,-2.4000000000000057,12.400000000000006,-14.800000000000011,2,2,1.0,1,1
2021_1010_219_40,2021-22,2021-10-10 00:00:00+00:00,Basketball Loewen Braunschweig,FC Bayern Muenchen Basketball,40,219,92.6,85.2,0.8,77.6,93.0,0.2,15.0,0.6000000000000001,87.3,84.2,0.8,82.3,86.9,0.3,5.0,0.5,0.6666666666666666,0.0,0.6666666666666666,3.0,-3.0,7.3999999999999915,-15.400000000000006,22.799999999999997,1,2,0.5,1,0
2021_1010_3361_19629,2021-22,2021-10-10 00:00:00+00:00,Veolia Towers Hamburg,Fraport Skyliners Frankfurt,19629,3361,86.0,90.0,0.2,77.6,85.0,0.4,8.400000000000006,-0.2,86.0,86.3,0.4,75.7,86.3,0.3,10.299999999999997,0.10000000000000003,0.0,0.3333333333333333,-0.3333333333333333,-3.0,-1.0,-4.0,-7.400000000000006,3.4000000000000057,1,2,0.5,1,1
2021_1010_450_2315,2021-22,2021-10-10 00:00:00+00:00,Merlins Crailsheim,SYNTAINICS MBC Weissenfels,2315,450,88.4,77.6,0.8,80.4,91.2,0.2,8.0,0.6000000000000001,87.1,80.5,0.7,80.8,88.7,0.3,6.299999999999997,0.39999999999999997,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.0,-3.0,10.800000000000011,-10.799999999999997,21.60000000000001,1,2,0.5,1,0
2021_1010_41_10,2021-22,2021-10-10 00:00:00+00:00,ALBA Berlin,MHP Riesen Ludwigsburg,10,41,91.2,77.8,0.8,82.6,77.8,0.6,8.600000000000009,0.20000000000000007,89.0,79.0,0.7,89.8,78.4,0.7,-0.7999999999999972,0.0,0.6666666666666666,0.6666666666666666,0.0,3.0,1.0,13.400000000000006,4.799999999999997,8.600000000000009,1,2,0.5,1,0
2021_1015_1510_3361,2021-22,2021-10-15 00:00:00+00:00,Fraport Skyliners Frankfurt,Telekom Baskets Bonn,3361,1510,78.8,83.8,0.4,80.8,85.6,0.4,-2.0,0.0,72.9,85.3,0.2,80.6,84.7,0.4,-7.699999999999989,-0.2,0.0,0.6666666666666666,-0.6666666666666666,-1.0,-1.0,-5.0,-4.799999999999997,-0.20000000000000284,1,2,0.5,1,0
2021_1016_40_1791,2021-22,2021-10-16 00:00:00+00:00,NINERS Chemnitz,Basketball Loewen Braunschweig,1791,40,81.2,84.0,0.6,91.6,89.4,0.6,-10.399999999999991,0.0,78.0,86.8,0.4,86.8,85.5,0.7,-8.799999999999997,-0.29999999999999993,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,-2.799999999999997,2.1999999999999886,-4.999999999999986,1,2,0.5,1,1
2021_1016_214_41,2021-22,2021-10-16 00:00:00+00:00,MHP Riesen Ludwigsburg,BG Goettingen,41,214,79.6,75.6,0.6,88.8,88.8,0.4,-9.200000000000003,0.19999999999999996,88.2,76.5,0.7,89.9,89.5,0.4,-1.7000000000000028,0.29999999999999993,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,-1.0,4.0,0.0,4.0,2,2,1.0,1,0
2021_1016_2315_127,2021-22,2021-10-16 00:00:00+00:00,Ratiopharm Ulm,Merlins Crailsheim,127,2315,86.8,79.6,0.6,93.6,85.0,0.6,-6.799999999999997,0.0,91.3,79.3,0.8,89.1,83.3,0.6,2.200000000000003,0.20000000000000007,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,7.200000000000003,8.599999999999994,-1.3999999999999915,1,2,0.5,1,1
2021_1016_450_2745,2021-22,2021-10-16 00:00:00+00:00,FITOne Wuerzburg Baskets,SYNTAINICS MBC Weissenfels,2745,450,77.0,94.6,0.2,89.6,93.6,0.4,-12.599999999999994,-0.2,78.2,93.1,0.2,85.0,90.5,0.4,-6.799999999999997,-0.2,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-3.0,-1.0,-17.599999999999994,-4.0,-13.599999999999994,0,2,0.0,1,0
2021_1017_132_215,2021-22,2021-10-17 00:00:00+00:00,MLP Academics Heidelberg,Bamberg Baskets,215,132,77.66666666666667,69.66666666666667,1.0,83.8,85.8,0.6,-6.133333333333326,0.4,77.66666666666667,69.66666666666667,1.0,86.4,87.9,0.5,-8.733333333333334,0.5,1.0,1.0,0.0,3.0,1.0,8.0,-2.0,10.0,0,0,0.5,1,0
2021_1017_219_133,2021-22,2021-10-17 00:00:00+00:00,46ers Giessen,FC Bayern Muenchen Basketball,133,219,84.4,88.0,0.2,84.4,89.0,0.4,0.0,-0.2,87.2,89.3,0.3,83.3,85.8,0.4,3.9000000000000057,-0.10000000000000003,0.3333333333333333,0.3333333333333333,0.0,-3.0,-1.0,-3.5999999999999943,-4.599999999999994,1.0,1,2,0.5,1,0
2021_1017_19629_134,2021-22,2021-10-17 00:00:00+00:00,Medi Bayreuth,Veolia Towers Hamburg,134,19629,87.6,76.2,0.8,85.0,85.8,0.4,2.5999999999999943,0.4,83.5,82.0,0.5,85.9,85.9,0.4,-2.4000000000000057,0.09999999999999998,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.0,-1.0,11.399999999999991,-0.7999999999999972,12.199999999999989,2,2,1.0,1,0
2021_1017_1634_10,2021-22,2021-10-17 00:00:00+00:00,ALBA Berlin,EWE Baskets Oldenburg,10,1634,83.8,76.8,0.6,86.6,79.4,0.6,-2.799999999999997,0.0,88.4,78.9,0.7,83.7,81.8,0.5,4.700000000000003,0.19999999999999996,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,7.0,7.199999999999989,-0.19999999999998863,1,2,0.5,1,1
2021_1022_1634_19629,2021-22,2021-10-22 00:00:00+00:00,Veolia Towers Hamburg,EWE Baskets Oldenburg,19629,1634,81.8,81.6,0.4,84.0,83.4,0.4,-2.200000000000003,0.0,85.6,85.5,0.4,83.7,83.0,0.5,1.8999999999999915,-0.09999999999999998,0.6666666666666666,0.3333333333333333,0.3333333333333333,-1.0,-1.0,0.20000000000000284,0.5999999999999943,-0.3999999999999915,1,2,0.5,1,1
2021_1023_134_2315,2021-22,2021-10-23 00:00:00+00:00,Merlins Crailsheim,Medi Bayreuth,2315,134,89.8,89.0,0.4,81.8,77.6,0.6,8.0,-0.19999999999999996,88.5,84.4,0.6,84.3,81.4,0.5,4.200000000000003,0.09999999999999998,0.0,0.3333333333333333,-0.3333333333333333,-1.0,1.0,0.7999999999999972,4.200000000000003,-3.4000000000000057,1,2,0.5,1,1
2021_1023_133_450,2021-22,2021-10-23 00:00:00+00:00,SYNTAINICS MBC Weissenfels,46ers Giessen,450,133,92.6,91.4,0.6,79.2,82.4,0.2,13.399999999999991,0.39999999999999997,86.1,89.2,0.5,85.7,85.5,0.3,0.3999999999999915,0.2,1.0,0.0,1.0,1.0,-3.0,1.1999999999999886,-3.200000000000003,4.3999999999999915,2,2,1.0,1,0
2021_1023_40_132,2021-22,2021-10-23 00:00:00+00:00,Bamberg Baskets,Basketball Loewen Braunschweig,132,40,81.4,78.2,0.8,91.4,92.4,0.4,-10.0,0.4,83.7,84.7,0.6,88.1,84.1,0.7,-4.3999999999999915,-0.09999999999999998,1.0,0.0,1.0,3.0,-1.0,3.200000000000003,-1.0,4.200000000000003,1,2,0.5,1,0
2021_1023_215_2745,2021-22,2021-10-23 00:00:00+00:00,FITOne Wuerzburg Baskets,MLP Academics Heidelberg,2745,215,75.0,96.8,0.2,75.25,70.25,0.75,-0.25,-0.55,78.2,93.0,0.2,75.25,70.25,0.75,2.950000000000003,-0.55,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-3.0,2.0,-21.799999999999997,5.0,-26.799999999999997,0,0,0.5,1,0
2021_1024_10_214,2021-22,2021-10-24 00:00:00+00:00,BG Goettingen,ALBA Berlin,214,10,83.2,85.8,0.4,86.4,76.0,0.6,-3.200000000000003,-0.19999999999999996,89.8,86.6,0.5,87.4,76.7,0.7,2.3999999999999915,-0.19999999999999996,0.6666666666666666,0.6666666666666666,0.0,-1.0,1.0,-2.5999999999999943,10.400000000000006,-13.0,0,2,0.0,1,1
2021_1024_3361_219,2021-22,2021-10-24 00:00:00+00:00,FC Bayern Muenchen Basketball,Fraport Skyliners Frankfurt,219,3361,78.2,83.8,0.4,75.0,87.8,0.2,3.200000000000003,0.2,81.0,82.7,0.5,72.9,85.8,0.2,8.099999999999994,0.3,0.6666666666666666,0.0,0.6666666666666666,-1.0,-3.0,-5.599999999999994,-12.799999999999997,7.200000000000003,2,2,1.0,1,1
2021_1024_41_1510,2021-22,2021-10-24 00:00:00+00:00,Telekom Baskets Bonn,MHP Riesen Ludwigsburg,1510,41,82.4,83.8,0.6,77.8,75.4,0.6,4.6000000000000085,0.0,80.5,81.7,0.5,84.4,77.2,0.6,-3.9000000000000057,-0.09999999999999998,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,-1.3999999999999915,2.3999999999999915,-3.799999999999983,0,2,0.0,1,0
2021_1024_1791_127,2021-22,2021-10-24 00:00:00+00:00,Ratiopharm Ulm,NINERS Chemnitz,127,1791,85.8,81.0,0.6,83.0,84.2,0.6,2.799999999999997,0.0,89.7,78.5,0.8,80.0,86.7,0.5,9.700000000000003,0.30000000000000004,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1.0,1.0,4.799999999999997,-1.2000000000000028,6.0,2,2,1.0,1,1
2021_1029_19629_215,2021-22,2021-10-29 00:00:00+00:00,MLP Academics Heidelberg,Veolia Towers Hamburg,215,19629,75.4,70.4,0.8,79.8,77.8,0.6,-4.3999999999999915,0.20000000000000007,75.4,70.4,0.8,83.8,83.4,0.5,-8.399999999999991,0.30000000000000004,0.6666666666666666,1.0,-0.33333333333333337,3.0,1.0,5.0,2.0,3.0,0,0,0.5,1,0
2021_1030_450_41,2021-22,2021-10-30 00:00:00+00:00,MHP Riesen Ludwigsburg,SYNTAINICS MBC Weissenfels,41,450,77.8,77.2,0.6,94.4,94.0,0.6,-16.60000000000001,0.0,84.6,77.8,0.6,86.0,91.5,0.4,-1.4000000000000057,0.19999999999999996,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.5999999999999943,0.4000000000000057,0.19999999999998863,2,2,1.0,1,1
2021_1030_127_3361,2021-22,2021-10-30 00:00:00+00:00,Fraport Skyliners Frankfurt,Ratiopharm Ulm,3361,127,65.8,85.6,0.0,83.2,80.4,0.6,-17.400000000000006,-0.6,71.0,83.0,0.2,87.9,77.0,0.8,-16.900000000000006,-0.6000000000000001,0.0,0.6666666666666666,-0.6666666666666666,-5.0,1.0,-19.799999999999997,2.799999999999997,-22.599999999999994,0,2,0.0,1,1
2021_1030_1510_1791,2021-22,2021-10-30 00:00:00+00:00,NINERS Chemnitz,Telekom Baskets Bonn,1791,1510,82.4,82.2,0.6,83.4,83.2,0.6,-1.0,0.0,78.0,85.1,0.4,82.0,81.9,0.5,-4.0,-0.09999999999999998,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.20000000000000284,0.20000000000000284,0.0,1,2,0.5,1,0
2021_1030_2315_40,2021-22,2021-10-30 00:00:00+00:00,Basketball Loewen Braunschweig,Merlins Crailsheim,40,2315,88.8,91.0,0.4,91.6,89.8,0.4,-2.799999999999997,0.0,88.4,84.3,0.7,88.6,84.5,0.6,-0.19999999999998863,0.09999999999999998,0.3333333333333333,0.3333333333333333,0.0,-1.0,-1.0,-2.200000000000003,1.7999999999999972,-4.0,0,2,0.0,1,0
2021_1031_134_219,2021-22,2021-10-31 00:00:00+00:00,FC Bayern Muenchen Basketball,Medi Bayreuth,219,134,81.0,74.2,0.6,80.6,83.2,0.4,0.4000000000000057,0.19999999999999996,80.5,81.5,0.5,82.9,80.3,0.5,-2.4000000000000057,0.0,1.0,0.3333333333333333,0.6666666666666667,1.0,-1.0,6.799999999999997,-2.6000000000000085,9.400000000000006,2,2,1.0,1,1
2021_1031_214_1634,2021-22,2021-10-31 00:00:00+00:00,EWE Baskets Oldenburg,BG Goettingen,1634,214,79.8,83.8,0.2,77.2,77.8,0.6,2.5999999999999943,-0.39999999999999997,81.4,81.0,0.4,86.7,85.2,0.5,-5.299999999999997,-0.09999999999999998,0.0,1.0,-1.0,-3.0,1.0,-4.0,-0.5999999999999943,-3.4000000000000057,2,2,1.0,1,0
2021_1031_2745_133,2021-22,2021-10-31 00:00:00+00:00,46ers Giessen,FITOne Wuerzburg Baskets,133,2745,81.0,78.0,0.4,76.0,93.0,0.2,5.0,0.2,86.1,83.4,0.4,77.1,92.8,0.1,9.0,0.30000000000000004,0.3333333333333333,0.3333333333333333,0.0,-1.0,-3.0,3.0,-17.0,20.0,0,2,0.0,1,0
2021_1031_132_10,2021-22,2021-10-31 00:00:00+00:00,ALBA Berlin,Bamberg Baskets,10,132,80.0,72.8,0.4,84.2,80.8,0.8,-4.200000000000003,-0.4,85.1,74.5,0.7,84.3,85.5,0.6,0.7999999999999972,0.09999999999999998,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0,3.0,7.200000000000003,3.4000000000000057,3.799999999999997,1,2,0.5,1,1
2021_1102_2745_219,2021-22,2021-11-02 00:00:00+00:00,FC Bayern Muenchen Basketball,FITOne Wuerzburg Baskets,219,2745,83.0,71.6,0.8,80.0,87.8,0.4,3.0,0.4,80.9,80.8,0.6,77.0,90.2,0.2,3.9000000000000057,0.39999999999999997,1.0,0.3333333333333333,0.6666666666666667,3.0,-1.0,11.400000000000006,-7.799999999999997,19.200000000000003,2,2,1.0,1,0
2021_1105_41_1791,2021-22,2021-11-05 00:00:00+00:00,NINERS Chemnitz,MHP Riesen Ludwigsburg,1791,41,80.0,81.8,0.4,77.8,75.8,0.6,2.200000000000003,-0.19999999999999996,78.5,84.1,0.4,82.8,78.9,0.6,-4.299999999999997,-0.19999999999999996,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0,1.0,-1.7999999999999972,2.0,-3.799999999999997,0,2,0.0,1,1
2021_1106_133_2315,2021-22,2021-11-06 00:00:00+00:00,Merlins Crailsheim,46ers Giessen,2315,133,87.8,91.0,0.4,77.6,79.6,0.2,10.200000000000003,0.2,88.0,85.4,0.6,85.0,82.7,0.4,3.0,0.19999999999999996,0.6666666666666666,0.3333333333333333,0.3333333333333333,-1.0,-3.0,-3.200000000000003,-2.0,-1.2000000000000028,2,2,1.0,1,1
2021_1106_215_134,2021-22,2021-11-06 00:00:00+00:00,Medi Bayreuth,MLP Academics Heidelberg,134,215,76.4,81.6,0.2,73.4,71.8,0.6,3.0,-0.39999999999999997,81.4,79.1,0.5,75.33333333333333,72.16666666666667,0.6666666666666666,6.066666666666677,-0.16666666666666663,0.0,0.3333333333333333,-0.3333333333333333,-3.0,1.0,-5.199999999999989,1.6000000000000085,-6.799999999999997,0,0,0.5,1,1
2021_1106_40_127,2021-22,2021-11-06 00:00:00+00:00,Ratiopharm Ulm,Basketball Loewen Braunschweig,127,40,82.0,81.4,0.4,89.0,94.2,0.2,-7.0,0.2,86.6,78.3,0.7,89.7,87.1,0.6,-3.1000000000000085,0.09999999999999998,0.6666666666666666,0.3333333333333333,0.3333333333333333,-1.0,-3.0,0.5999999999999943,-5.200000000000003,5.799999999999997,1,2,0.5,1,1
2021_1106_1510_2745,2021-22,2021-11-06 00:00:00+00:00,FITOne Wuerzburg Baskets,Telekom Baskets Bonn,2745,1510,81.2,79.6,0.6,81.0,79.4,0.6,0.20000000000000284,0.0,78.0,88.2,0.3,81.0,82.4,0.5,-3.0,-0.2,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,1.6000000000000085,1.5999999999999943,1.4210854715202004e-14,1,2,0.5,1,0
2021_1107_10_450,2021-22,2021-11-07 00:00:00+00:00,SYNTAINICS MBC Weissenfels,ALBA Berlin,450,10,95.6,94.6,0.6,83.0,73.0,0.6,12.599999999999994,0.0,85.5,90.4,0.4,85.2,77.2,0.7,0.29999999999999716,-0.29999999999999993,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1.0,1.0,1.0,10.0,-9.0,0,2,0.0,1,0
2021_1107_3361_132,2021-22,2021-11-07 00:00:00+00:00,Bamberg Baskets,Fraport Skyliners Frankfurt,132,3361,85.6,85.8,0.6,68.2,83.8,0.2,17.39999999999999,0.39999999999999997,83.8,86.3,0.5,72.5,82.5,0.3,11.299999999999997,0.2,0.3333333333333333,0.3333333333333333,0.0,1.0,-3.0,-0.20000000000000284,-15.599999999999994,15.399999999999991,2,2,1.0,1,1
2021_1107_19629_214,2021-22,2021-11-07 00:00:00+00:00,BG Goettingen,Veolia Towers Hamburg,214,19629,80.8,75.2,0.8,78.6,75.2,0.8,2.200000000000003,0.0,86.3,85.2,0.5,82.4,82.6,0.5,3.8999999999999915,0.0,1.0,1.0,0.0,3.0,3.0,5.599999999999994,3.3999999999999915,2.200000000000003,0,2,0.0,1,0
2021_1107_219_1634,2021-22,2021-11-07 00:00:00+00:00,EWE Baskets Oldenburg,FC Bayern Muenchen Basketball,1634,219,81.2,87.0,0.2,80.4,72.4,0.8,0.7999999999999972,-0.6000000000000001,82.4,81.2,0.4,79.0,82.7,0.5,3.4000000000000057,-0.09999999999999998,0.0,0.6666666666666666,-0.6666666666666666,-3.0,3.0,-5.799999999999997,8.0,-13.799999999999997,1,2,0.5,1,0
2021_1112_1634_132,2021-22,2021-11-12 00:00:00+00:00,Bamberg Baskets,EWE Baskets Oldenburg,132,1634,83.2,82.8,0.6,80.8,89.8,0.0,2.4000000000000057,0.6,84.0,85.0,0.6,82.2,84.6,0.3,1.7999999999999972,0.3,0.3333333333333333,0.0,0.3333333333333333,1.0,-5.0,0.4000000000000057,-9.0,9.400000000000006,0,2,0.0,1,0
2021_1119_132_1510,2021-22,2021-11-19 00:00:00+00:00,Telekom Baskets Bonn,Bamberg Baskets,1510,132,83.2,80.6,0.6,78.6,83.6,0.4,4.6000000000000085,0.19999999999999996,81.2,83.0,0.5,81.2,84.7,0.5,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,-1.0,2.6000000000000085,-5.0,7.6000000000000085,0,2,0.0,1,1
2021_1120_40_41,2021-22,2021-11-20 00:00:00+00:00,MHP Riesen Ludwigsburg,Basketball Loewen Braunschweig,41,40,79.2,76.4,0.6,84.0,91.0,0.2,-4.799999999999997,0.39999999999999997,80.9,77.1,0.6,88.3,88.1,0.5,-7.3999999999999915,0.09999999999999998,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,-3.0,2.799999999999997,-7.0,9.799999999999997,2,2,1.0,1,1
2021_1120_134_450,2021-22,2021-11-20 00:00:00+00:00,SYNTAINICS MBC Weissenfels,Medi Bayreuth,450,134,88.8,92.8,0.4,79.4,81.8,0.4,9.399999999999991,0.0,84.6,92.0,0.3,83.9,80.1,0.6,0.6999999999999886,-0.3,0.0,0.3333333333333333,-0.3333333333333333,-1.0,-1.0,-4.0,-2.3999999999999915,-1.6000000000000085,0,2,0.0,1,0
2021_1120_2315_19629,2021-22,2021-11-20 00:00:00+00:00,Veolia Towers Hamburg,Merlins Crailsheim,19629,2315,78.8,66.4,1.0,92.8,88.6,0.6,-14.0,0.4,82.4,78.2,0.6,90.6,83.1,0.7,-8.199999999999989,-0.09999999999999998,1.0,1.0,0.0,5.0,1.0,12.399999999999991,4.200000000000003,8.199999999999989,1,2,0.5,1,0
2021_1120_1634_133,2021-22,2021-11-20 00:00:00+00:00,46ers Giessen,EWE Baskets Oldenburg,133,1634,74.2,82.6,0.2,80.6,86.0,0.2,-6.3999999999999915,0.0,82.5,86.0,0.3,83.6,82.7,0.4,-1.0999999999999943,-0.10000000000000003,0.3333333333333333,0.3333333333333333,0.0,-3.0,-3.0,-8.399999999999991,-5.400000000000006,-2.999999999999986,1,2,0.5,1,1
2021_1121_1791_215,2021-22,2021-11-21 00:00:00+00:00,MLP Academics Heidelberg,NINERS Chemnitz,215,1791,76.2,76.2,0.4,77.2,80.2,0.4,-1.0,0.0,77.0,74.57142857142857,0.5714285714285714,79.0,82.0,0.5,-2.0,0.0714285714285714,0.3333333333333333,0.3333333333333333,0.0,-1.0,-1.0,0.0,-3.0,3.0,0,0,0.5,1,0
2021_1121_214_219,2021-22,2021-11-21 00:00:00+00:00,FC Bayern Muenchen Basketball,BG Goettingen,219,214,79.8,72.4,0.8,74.8,75.4,0.8,5.0,0.0,82.1,80.7,0.6,81.9,83.3,0.5,0.19999999999998863,0.09999999999999998,0.6666666666666666,0.6666666666666666,0.0,3.0,3.0,7.3999999999999915,-0.6000000000000085,8.0,2,2,1.0,1,1
2021_1121_2745_3361,2021-22,2021-11-21 00:00:00+00:00,Fraport Skyliners Frankfurt,FITOne Wuerzburg Baskets,3361,2745,70.0,79.0,0.2,79.0,79.4,0.4,-9.0,-0.2,73.8,82.0,0.3,78.0,87.0,0.3,-4.200000000000003,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-3.0,-1.0,-9.0,-0.4000000000000057,-8.599999999999994,1,2,0.5,1,1
2021_1121_127_10,2021-22,2021-11-21 00:00:00+00:00,ALBA Berlin,Ratiopharm Ulm,10,127,81.2,74.8,0.6,85.4,81.4,0.6,-4.200000000000003,0.0,86.2,76.3,0.7,86.3,78.1,0.7,-0.09999999999999432,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,6.400000000000006,4.0,2.4000000000000057,2,2,1.0,1,1
2021_1203_133_127,2021-22,2021-12-03 00:00:00+00:00,Ratiopharm Ulm,46ers Giessen,127,133,82.0,76.8,0.6,75.6,82.0,0.4,6.400000000000006,0.19999999999999996,84.4,78.2,0.6,80.0,85.0,0.3,4.400000000000006,0.3,0.3333333333333333,0.3333333333333333,0.0,1.0,-1.0,5.200000000000003,-6.400000000000006,11.600000000000009,2,2,1.0,1,1
2021_1204_132_134,2021-22,2021-12-04 00:00:00+00:00,Medi Bayreuth,Bamberg Baskets,134,132,82.2,81.0,0.4,80.2,90.0,0.2,2.0,0.2,84.9,78.6,0.6,80.8,84.1,0.5,4.1000000000000085,0.09999999999999998,0.6666666666666666,0.3333333333333333,0.3333333333333333,-1.0,-3.0,1.2000000000000028,-9.799999999999997,11.0,1,2,0.5,1,1
2021_1204_215_214,2021-22,2021-12-04 00:00:00+00:00,BG Goettingen,MLP Academics Heidelberg,214,215,70.0,75.2,0.6,74.0,76.0,0.2,-4.0,0.39999999999999997,79.4,82.0,0.5,75.375,73.625,0.5,4.025000000000006,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,-3.0,-5.200000000000003,-2.0,-3.200000000000003,0,0,0.5,1,1
