game_id,temporada,fecha,equipo_local,equipo_visitante,club_local_id,club_visitante_id,home_pts_avg_5,home_pts_conceded_avg_5,home_win_rate_5,away_pts_avg_5,away_pts_conceded_avg_5,away_win_rate_5,pts_diff_5,win_rate_diff_5,home_pts_avg_10,home_pts_conceded_avg_10,home_win_rate_10,away_pts_avg_10,away_pts_conceded_avg_10,away_win_rate_10,pts_diff_10,win_rate_diff_10,home_win_rate_3,away_win_rate_3,win_rate_diff_3,home_streak_5,away_streak_5,home_pt_diff_avg_5,away_pt_diff_avg_5,pt_diff_diff_5,h2h_home_wins,h2h_total,h2h_home_rate,is_home,target
2023_0426_134_215,2022-23,2023-04-26 00:00:00+00:00,MLP Academics Heidelberg,Medi Bayreuth,215,134,89.2,86.2,0.6,80.6,94.8,0.2,8.600000000000009,0.39999999999999997,86.3,87.7,0.5,84.4,91.1,0.3,1.8999999999999915,0.2,0.3333333333333333,0.3333333333333333,0.0,1.0,-3.0,3.0,-14.200000000000003,17.200000000000003,1,3,0.3333333333333333,1,1
2023_0426_41_450,2022-23,2023-04-26 00:00:00+00:00,SYNTAINICS MBC Weissenfels,MHP Riesen Ludwigsburg,450,41,85.2,83.0,0.2,77.6,82.4,0.4,7.6000000000000085,-0.2,82.3,85.7,0.2,80.1,84.9,0.4,2.200000000000003,-0.2,0.3333333333333333,0.3333333333333333,0.0,-3.0,-1.0,2.200000000000003,-4.800000000000011,7.000000000000014,1,5,0.2,1,0
2023_0427_2745_214,2022-23,2023-04-27 00:00:00+00:00,BG Goettingen,FITOne Wuerzburg Baskets,214,2745,85.2,86.2,0.6,67.6,78.2,0.2,17.60000000000001,0.39999999999999997,84.3,89.4,0.4,75.1,82.7,0.4,9.200000000000003,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,-3.0,-1.0,-10.600000000000009,9.600000000000009,4,5,0.8,1,1
2023_0429_1791_19629,2022-23,2023-04-29 00:00:00+00:00,Veolia Towers Hamburg,NINERS Chemnitz,19629,1791,77.6,94.0,0.4,86.8,81.4,0.6,-9.200000000000003,-0.19999999999999996,77.1,86.4,0.4,82.5,81.5,0.4,-5.400000000000006,0.0,0.6666666666666666,1.0,-0.33333333333333337,-1.0,1.0,-16.400000000000006,5.3999999999999915,-21.799999999999997,1,5,0.2,1,0
2023_0429_2315_132,2022-23,2023-04-29 00:00:00+00:00,Bamberg Baskets,Merlins Crailsheim,132,2315,89.4,93.0,0.2,75.0,79.2,0.2,14.400000000000006,0.0,88.4,90.4,0.4,79.1,82.5,0.3,9.300000000000011,0.10000000000000003,0.3333333333333333,0.0,0.3333333333333333,-3.0,-3.0,-3.5999999999999943,-4.200000000000003,0.6000000000000085,1,5,0.2,1,0
2023_0429_1634_41,2022-23,2023-04-29 00:00:00+00:00,MHP Riesen Ludwigsburg,EWE Baskets Oldenburg,41,1634,84.0,84.6,0.6,91.6,93.0,0.6,-7.599999999999994,0.0,80.3,85.6,0.4,86.1,86.7,0.5,-5.799999999999997,-0.09999999999999998,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,-0.5999999999999943,-1.4000000000000057,0.8000000000000114,3,5,0.6,1,0
2023_0429_1510_40,2022-23,2023-04-29 00:00:00+00:00,Basketball Loewen Braunschweig,Telekom Baskets Bonn,40,1510,85.6,78.4,0.6,84.8,67.0,1.0,0.7999999999999972,-0.4,82.4,79.7,0.5,87.9,70.6,1.0,-5.5,-0.5,0.3333333333333333,1.0,-0.6666666666666667,1.0,5.0,7.199999999999989,17.799999999999997,-10.600000000000009,1,5,0.2,1,0
2023_0430_10_127,2022-23,2023-04-30 00:00:00+00:00,Ratiopharm Ulm,ALBA Berlin,127,10,84.2,83.0,0.4,85.0,74.8,0.8,-0.7999999999999972,-0.4,86.6,80.9,0.6,83.8,70.4,0.9,2.799999999999997,-0.30000000000000004,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0,3.0,1.2000000000000028,10.200000000000003,-9.0,0,5,0.0,1,0
2023_0430_214_219,2022-23,2023-04-30 00:00:00+00:00,FC Bayern Muenchen Basketball,BG Goettingen,219,214,84.2,71.0,1.0,82.4,81.6,0.6,1.7999999999999972,0.4,82.8,69.4,1.0,86.1,88.4,0.5,-3.299999999999997,0.5,1.0,0.6666666666666666,0.33333333333333337,5.0,1.0,13.200000000000003,0.8000000000000114,12.399999999999991,5,5,1.0,1,0
2023_0430_215_450,2022-23,2023-04-30 00:00:00+00:00,SYNTAINICS MBC Weissenfels,MLP Academics Heidelberg,450,215,88.8,85.2,0.2,89.8,90.4,0.6,-1.0,-0.39999999999999997,86.6,87.0,0.2,89.4,88.3,0.6,-2.8000000000000114,-0.39999999999999997,0.3333333333333333,0.3333333333333333,0.0,-3.0,1.0,3.5999999999999943,-0.6000000000000085,4.200000000000003,1,3,0.3333333333333333,1,0
2023_0430_1774_134,2022-23,2023-04-30 00:00:00+00:00,Medi Bayreuth,Rostock Seawolves,134,1774,85.2,99.6,0.2,80.2,94.8,0.2,5.0,0.0,84.7,91.1,0.3,80.2,88.8,0.4,4.5,-0.10000000000000003,0.3333333333333333,0.3333333333333333,0.0,-3.0,-3.0,-14.399999999999991,-14.599999999999994,0.20000000000000284,0,1,0.0,1,0
2023_0501_3361_2745,2022-23,2023-05-01 00:00:00+00:00,FITOne Wuerzburg Baskets,Fraport Skyliners Frankfurt,2745,3361,73.0,81.4,0.2,87.4,87.2,0.4,-14.400000000000006,-0.2,76.3,83.7,0.4,79.7,86.5,0.3,-3.4000000000000057,0.10000000000000003,0.0,0.0,0.0,-3.0,-1.0,-8.400000000000006,0.20000000000000284,-8.600000000000009,3,5,0.6,1,0
2023_0502_214_1510,2022-23,2023-05-02 00:00:00+00:00,Telekom Baskets Bonn,BG Goettingen,1510,214,87.4,69.4,1.0,81.6,80.6,0.6,5.800000000000011,0.4,86.7,70.1,1.0,85.1,87.7,0.5,1.6000000000000085,0.5,1.0,0.6666666666666666,0.33333333333333337,5.0,1.0,18.0,1.0,17.0,3,5,0.6,1,1
2023_0502_127_450,2022-23,2023-05-02 00:00:00+00:00,SYNTAINICS MBC Weissenfels,Ratiopharm Ulm,450,127,90.2,88.0,0.2,88.2,85.8,0.4,2.0,-0.2,85.5,90.1,0.1,86.3,83.8,0.5,-0.7999999999999972,-0.4,0.3333333333333333,0.3333333333333333,0.0,-3.0,-1.0,2.200000000000003,2.4000000000000057,-0.20000000000000284,0,5,0.0,1,0
2023_0504_132_1510,2022-23,2023-05-04 00:00:00+00:00,Telekom Baskets Bonn,Bamberg Baskets,1510,132,89.0,66.2,1.0,88.0,92.0,0.2,1.0,0.8,87.4,70.0,1.0,88.8,92.2,0.3,-1.3999999999999915,0.7,1.0,0.0,1.0,5.0,-3.0,22.799999999999997,-4.0,26.799999999999997,3,5,0.6,1,1
2023_0504_219_215,2022-23,2023-05-04 00:00:00+00:00,MLP Academics Heidelberg,FC Bayern Muenchen Basketball,215,219,89.8,88.6,0.6,85.8,77.8,0.8,4.0,-0.20000000000000007,91.6,86.3,0.7,82.3,69.8,0.9,9.299999999999997,-0.20000000000000007,0.6666666666666666,0.6666666666666666,0.0,1.0,3.0,1.2000000000000028,8.0,-6.799999999999997,0,3,0.0,1,1
2023_0504_134_10,2022-23,2023-05-04 00:00:00+00:00,ALBA Berlin,Medi Bayreuth,10,134,88.0,76.6,0.8,81.4,99.2,0.2,6.599999999999994,0.6000000000000001,84.6,70.6,0.9,83.8,93.0,0.3,0.7999999999999972,0.6000000000000001,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.0,-3.0,11.400000000000006,-17.799999999999997,29.200000000000003,5,5,1.0,1,1
2023_0504_2745_40,2022-23,2023-05-04 00:00:00+00:00,Basketball Loewen Braunschweig,FITOne Wuerzburg Baskets,40,2745,81.0,78.4,0.4,78.6,85.2,0.2,2.4000000000000057,0.2,81.9,81.3,0.4,76.7,82.9,0.4,5.200000000000003,0.0,0.3333333333333333,0.0,0.3333333333333333,-1.0,-3.0,2.5999999999999943,-6.6000000000000085,9.200000000000003,4,5,0.8,1,1
2023_0505_2315_3361,2022-23,2023-05-05 00:00:00+00:00,Fraport Skyliners Frankfurt,Merlins Crailsheim,3361,2315,84.8,87.2,0.4,79.6,83.0,0.2,5.200000000000003,0.2,82.2,85.4,0.4,80.6,82.3,0.4,1.6000000000000085,0.0,0.3333333333333333,0.3333333333333333,0.0,-1.0,-3.0,-2.4000000000000057,-3.4000000000000057,1.0,3,5,0.6,1,0
2023_0505_41_1791,2022-23,2023-05-05 00:00:00+00:00,NINERS Chemnitz,MHP Riesen Ludwigsburg,1791,41,90.2,82.2,0.8,83.6,87.8,0.4,6.6000000000000085,0.4,82.8,80.6,0.5,80.0,87.2,0.3,2.799999999999997,0.2,1.0,0.6666666666666666,0.33333333333333337,3.0,-1.0,8.0,-4.200000000000003,12.200000000000003,3,5,0.6,1,0
2023_0505_450_1634,2022-23,2023-05-05 00:00:00+00:00,EWE Baskets Oldenburg,SYNTAINICS MBC Weissenfels,1634,450,90.8,87.8,0.8,100.2,98.4,0.2,-9.400000000000006,0.6000000000000001,87.1,87.4,0.5,88.2,93.0,0.1,-1.1000000000000085,0.4,0.6666666666666666,0.0,0.6666666666666666,3.0,-3.0,3.0,1.7999999999999972,1.2000000000000028,4,5,0.8,1,1
2023_0505_127_1774,2022-23,2023-05-05 00:00:00+00:00,Rostock Seawolves,Ratiopharm Ulm,1774,127,84.6,89.0,0.4,91.4,94.6,0.4,-6.800000000000011,0.0,82.3,85.6,0.5,89.7,88.1,0.5,-7.400000000000006,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0,-1.0,-4.400000000000006,-3.1999999999999886,-1.200000000000017,1,1,1.0,1,0
2023_0507_132_134,2022-23,2023-05-07 00:00:00+00:00,Medi Bayreuth,Bamberg Baskets,134,132,87.4,98.6,0.2,83.0,90.6,0.2,4.400000000000006,0.0,82.1,91.7,0.3,86.4,92.9,0.2,-4.300000000000011,0.09999999999999998,0.0,0.0,0.0,-3.0,-3.0,-11.199999999999989,-7.599999999999994,-3.5999999999999943,3,5,0.6,1,0
2023_0507_40_19629,2022-23,2023-05-07 00:00:00+00:00,Veolia Towers Hamburg,Basketball Loewen Braunschweig,19629,40,78.0,89.0,0.4,79.6,79.6,0.4,-1.5999999999999943,0.0,77.4,86.8,0.4,82.3,80.3,0.5,-4.8999999999999915,-0.09999999999999998,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0,-1.0,-11.0,0.0,-11.0,4,5,0.8,1,0
2023_0507_1510_127,2022-23,2023-05-07 00:00:00+00:00,Ratiopharm Ulm,Telekom Baskets Bonn,127,1510,101.2,95.0,0.6,92.2,72.8,1.0,9.0,-0.4,94.5,89.1,0.6,88.2,70.2,1.0,6.299999999999997,-0.4,0.6666666666666666,1.0,-0.33333333333333337,1.0,5.0,6.200000000000003,19.400000000000006,-13.200000000000003,2,5,0.4,1,0
2023_0507_214_3361,2022-23,2023-05-07 00:00:00+00:00,Fraport Skyliners Frankfurt,BG Goettingen,3361,214,87.2,91.0,0.2,76.6,80.8,0.6,10.600000000000009,-0.39999999999999997,82.6,84.4,0.4,81.0,86.4,0.5,1.5999999999999943,-0.09999999999999998,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-3.0,1.0,-3.799999999999997,-4.200000000000003,0.4000000000000057,3,5,0.6,1,1
2023_0507_215_1791,2022-23,2023-05-07 00:00:00+00:00,NINERS Chemnitz,MLP Academics Heidelberg,1791,215,88.2,81.2,0.8,92.0,89.2,0.6,-3.799999999999997,0.20000000000000007,82.4,79.7,0.5,92.1,86.7,0.7,-9.699999999999989,-0.19999999999999996,0.6666666666666666,1.0,-0.33333333333333337,3.0,1.0,7.0,2.799999999999997,4.200000000000003,3,3,1.0,1,1
2023_0507_1634_219,2022-23,2023-05-07 00:00:00+00:00,FC Bayern Muenchen Basketball,EWE Baskets Oldenburg,219,1634,86.8,81.2,0.6,93.0,84.8,0.8,-6.200000000000003,-0.20000000000000007,81.4,72.1,0.8,87.9,89.0,0.5,-6.5,0.30000000000000004,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1.0,3.0,5.599999999999994,8.200000000000003,-2.6000000000000085,3,5,0.6,1,0
2023_0507_1774_41,2022-23,2023-05-07 00:00:00+00:00,MHP Riesen Ludwigsburg,Rostock Seawolves,41,1774,86.2,87.4,0.6,86.8,96.6,0.4,-0.5999999999999943,0.19999999999999996,80.9,86.8,0.4,82.3,89.3,0.4,-1.3999999999999915,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,-1.0,-1.2000000000000028,-9.799999999999997,8.599999999999994,0,1,0.0,1,0
2023_0507_450_2315,2022-23,2023-05-07 00:00:00+00:00,Merlins Crailsheim,SYNTAINICS MBC Weissenfels,2315,450,81.0,83.2,0.4,102.0,104.6,0.2,-21.0,0.2,81.1,82.0,0.5,87.9,94.5,0.1,-6.800000000000011,0.4,0.6666666666666666,0.0,0.6666666666666666,-1.0,-3.0,-2.200000000000003,-2.5999999999999943,0.3999999999999915,2,5,0.4,1,0
2023_0927_127_1791,2023-24,2023-09-27 00:00:00+00:00,NINERS Chemnitz,Ratiopharm Ulm,1791,127,84.0,78.8,0.8,100.6,93.6,0.6,-16.599999999999994,0.20000000000000007,82.6,79.0,0.6,93.5,90.0,0.5,-10.900000000000006,0.09999999999999998,0.6666666666666666,0.6666666666666666,0.0,3.0,1.0,5.200000000000003,7.0,-1.7999999999999972,2,6,0.3333333333333333,1,0
2023_0928_215_10,2023-24,2023-09-28 00:00:00+00:00,ALBA Berlin,MLP Academics Heidelberg,10,215,88.0,78.4,0.8,89.6,87.4,0.6,-1.5999999999999943,0.20000000000000007,84.5,71.1,0.9,91.3,85.9,0.7,-6.799999999999997,0.20000000000000007,0.6666666666666666,0.6666666666666666,0.0,3.0,1.0,9.599999999999994,2.1999999999999886,7.400000000000006,4,4,1.0,1,1
2023_0928_2457_132,2023-24,2023-09-28 00:00:00+00:00,Bamberg Baskets,Rasta Vechta,132,2457,90.8,97.2,0.2,84.6,84.4,0.4,6.200000000000003,-0.2,89.6,94.1,0.3,82.1,88.1,0.3,7.5,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-3.0,-1.0,-6.400000000000006,0.19999999999998863,-6.599999999999994,1,2,0.5,1,0
2023_0929_40_1634,2023-24,2023-09-29 00:00:00+00:00,EWE Baskets Oldenburg,Basketball Loewen Braunschweig,1634,40,94.2,84.4,0.8,81.6,78.2,0.6,12.600000000000009,0.20000000000000007,89.2,88.1,0.6,82.2,79.9,0.5,7.0,0.09999999999999998,1.0,0.6666666666666666,0.33333333333333337,3.0,1.0,9.799999999999997,3.3999999999999915,6.400000000000006,5,6,0.8333333333333334,1,0
2023_0929_219_450,2023-24,2023-09-29 00:00:00+00:00,SYNTAINICS MBC Weissenfels,FC Bayern Muenchen Basketball,450,219,93.2,102.4,0.2,83.0,81.0,0.4,10.200000000000003,-0.2,89.2,92.7,0.2,81.6,74.6,0.7,7.6000000000000085,-0.49999999999999994,0.3333333333333333,0.0,0.3333333333333333,-3.0,-1.0,-9.200000000000003,2.0,-11.200000000000003,0,6,0.0,1,0
2023_0929_2315_1774,2023-24,2023-09-29 00:00:00+00:00,Rostock Seawolves,Merlins Crailsheim,1774,2315,86.4,97.0,0.4,77.8,81.8,0.4,8.600000000000009,0.0,82.1,89.2,0.4,80.4,83.1,0.4,1.6999999999999886,0.0,0.6666666666666666,0.6666666666666666,0.0,-1.0,-1.0,-10.599999999999994,-4.0,-6.599999999999994,2,2,1.0,1,0
2023_0929_41_19629,2023-24,2023-09-29 00:00:00+00:00,Veolia Towers Hamburg,MHP Riesen Ludwigsburg,19629,41,81.0,90.0,0.4,87.6,88.4,0.6,-6.599999999999994,-0.19999999999999996,79.4,86.2,0.4,82.0,86.7,0.4,-2.5999999999999943,0.0,0.3333333333333333,0.3333333333333333,0.0,-1.0,1.0,-9.0,-0.8000000000000114,-8.199999999999989,0,6,0.0,1,1
2023_1001_450_40,2023-24,2023-10-01 00:00:00+00:00,Basketball Loewen Braunschweig,SYNTAINICS MBC Weissenfels,40,450,84.0,79.4,0.8,90.6,100.8,0.2,-6.599999999999994,0.6000000000000001,85.0,81.1,0.6,89.7,93.0,0.2,-4.700000000000003,0.39999999999999997,1.0,0.3333333333333333,0.6666666666666667,3.0,-3.0,4.599999999999994,-10.200000000000003,14.799999999999997,1,6,0.16666666666666666,1,1
2023_1001_2457_1510,2023-24,2023-10-01 00:00:00+00:00,Telekom Baskets Bonn,Rasta Vechta,1510,2457,91.0,74.6,1.0,88.6,80.6,0.6,2.4000000000000057,0.4,88.6,70.6,1.0,84.3,85.7,0.4,4.299999999999997,0.6,1.0,1.0,0.0,5.0,1.0,16.400000000000006,8.0,8.400000000000006,2,2,1.0,1,0
2023_1001_19629_2745,2023-24,2023-10-01 00:00:00+00:00,FITOne Wuerzburg Baskets,Veolia Towers Hamburg,2745,19629,76.0,83.6,0.0,80.4,88.6,0.4,-4.400000000000006,-0.4,74.4,81.7,0.3,79.7,87.1,0.4,-5.299999999999997,-0.10000000000000003,0.0,0.3333333333333333,-0.3333333333333333,-5.0,-1.0,-7.599999999999994,-8.199999999999989,0.5999999999999943,1,6,0.16666666666666666,1,1
2023_1001_1774_215,2023-24,2023-10-01 00:00:00+00:00,MLP Academics Heidelberg,Rostock Seawolves,215,1774,91.0,87.2,0.6,86.8,93.2,0.4,4.200000000000003,0.19999999999999996,90.1,86.7,0.6,83.0,90.1,0.4,7.099999999999994,0.19999999999999996,0.3333333333333333,0.3333333333333333,0.0,1.0,-1.0,3.799999999999997,-6.400000000000006,10.200000000000003,2,2,1.0,1,0
2023_1001_447_127,2023-24,2023-10-01 00:00:00+00:00,Ratiopharm Ulm,Baskets Paderborn,127,447,99.2,93.8,0.6,,,,,,91.7,88.4,0.5,,,,,,0.6666666666666666,,,1.0,,5.400000000000006,,,0,0,0.5,1,1
2023_1002_10_2315,2023-24,2023-10-02 00:00:00+00:00,Merlins Crailsheim,ALBA Berlin,2315,10,81.0,82.4,0.6,89.0,79.0,0.8,-8.0,-0.20000000000000007,80.7,81.9,0.5,85.6,73.1,0.9,-4.8999999999999915,-0.4,0.6666666666666666,1.0,-0.33333333333333337,1.0,3.0,-1.4000000000000057,10.0,-11.400000000000006,0,6,0.0,1,0
2023_1002_1791_132,2023-24,2023-10-02 00:00:00+00:00,Bamberg Baskets,NINERS Chemnitz,132,1791,92.2,102.8,0.2,82.6,79.6,0.6,9.600000000000009,-0.39999999999999997,88.0,95.9,0.2,84.2,80.9,0.6,3.799999999999997,-0.39999999999999997,0.3333333333333333,0.3333333333333333,0.0,-3.0,1.0,-10.599999999999994,3.0,-13.599999999999994,3,6,0.5,1,0
2023_1002_1634_219,2023-24,2023-10-02 00:00:00+00:00,FC Bayern Muenchen Basketball,EWE Baskets Oldenburg,219,1634,86.6,84.6,0.4,90.6,83.6,0.6,-4.0,-0.19999999999999996,82.3,76.1,0.7,90.3,87.3,0.6,-8.0,0.09999999999999998,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0,1.0,2.0,7.0,-5.0,3,6,0.5,1,0
2023_1004_1510_447,2023-24,2023-10-04 00:00:00+00:00,Baskets Paderborn,Telekom Baskets Bonn,447,1510,84.0,99.0,0.0,90.0,76.0,0.8,-6.0,-0.8,84.0,99.0,0.0,87.4,71.5,0.9,-3.4000000000000057,-0.9,0.0,0.6666666666666666,-0.6666666666666666,-1.0,3.0,-15.0,14.0,-29.0,0,0,0.5,1,1
2023_1006_2745_41,2023-24,2023-10-06 00:00:00+00:00,MHP Riesen Ludwigsburg,FITOne Wuerzburg Baskets,41,2745,87.2,90.2,0.4,78.0,78.8,0.2,9.200000000000003,0.2,82.4,86.3,0.4,75.6,80.3,0.3,6.800000000000011,0.10000000000000003,0.3333333333333333,0.3333333333333333,0.0,-1.0,-3.0,-3.0,-0.7999999999999972,-2.200000000000003,5,6,0.8333333333333334,1,1
2023_1007_214_2315,2023-24,2023-10-07 00:00:00+00:00,Merlins Crailsheim,BG Goettingen,2315,214,82.8,89.0,0.6,77.0,82.6,0.4,5.799999999999997,0.19999999999999996,78.9,84.1,0.4,82.1,85.4,0.5,-3.1999999999999886,-0.09999999999999998,0.3333333333333333,0.3333333333333333,0.0,1.0,-1.0,-6.200000000000003,-5.599999999999994,-0.6000000000000085,3,6,0.5,1,0
2023_1007_127_10,2023-24,2023-10-07 00:00:00+00:00,ALBA Berlin,Ratiopharm Ulm,10,127,90.2,78.2,0.8,103.2,92.4,0.8,-13.0,0.0,89.0,75.9,0.9,95.7,89.1,0.6,-6.700000000000003,0.30000000000000004,1.0,0.6666666666666666,0.33333333333333337,3.0,3.0,12.0,10.799999999999997,1.2000000000000028,6,6,1.0,1,0
2023_1007_215_1634,2023-24,2023-10-07 00:00:00+00:00,EWE Baskets Oldenburg,MLP Academics Heidelberg,1634,215,89.2,77.6,0.8,93.2,92.4,0.4,-4.0,0.4,90.4,85.3,0.7,91.5,91.4,0.5,-1.0999999999999943,0.19999999999999996,0.6666666666666666,0.0,0.6666666666666666,3.0,-1.0,11.600000000000009,0.7999999999999972,10.800000000000011,2,4,0.5,1,1
2023_1007_2457_447,2023-24,2023-10-07 00:00:00+00:00,Baskets Paderborn,Rasta Vechta,447,2457,86.0,87.5,0.5,89.2,80.0,0.8,-3.200000000000003,-0.30000000000000004,86.0,87.5,0.5,84.8,84.1,0.5,1.2000000000000028,0.0,0.5,1.0,-0.5,0.0,3.0,-1.5,9.200000000000003,-10.700000000000003,0,0,0.5,1,0
2023_1008_40_1791,2023-24,2023-10-08 00:00:00+00:00,NINERS Chemnitz,Basketball Loewen Braunschweig,1791,40,88.2,81.8,0.6,83.8,80.6,0.8,4.400000000000006,-0.20000000000000007,87.5,81.6,0.6,84.7,79.5,0.7,2.799999999999997,-0.09999999999999998,0.6666666666666666,1.0,-0.33333333333333337,1.0,3.0,6.400000000000006,3.200000000000003,3.200000000000003,2,6,0.3333333333333333,1,1
2023_1008_219_19629,2023-24,2023-10-08 00:00:00+00:00,Veolia Towers Hamburg,FC Bayern Muenchen Basketball,19629,219,76.0,81.6,0.4,78.4,84.8,0.2,-2.4000000000000057,0.2,78.9,88.3,0.4,81.3,77.9,0.6,-2.3999999999999915,-0.19999999999999996,0.3333333333333333,0.3333333333333333,0.0,-1.0,-3.0,-5.599999999999994,-6.3999999999999915,0.7999999999999972,4,6,0.6666666666666666,1,0
2023_1009_1510_450,2023-24,2023-10-09 00:00:00+00:00,SYNTAINICS MBC Weissenfels,Telekom Baskets Bonn,450,1510,87.8,96.0,0.2,87.4,78.0,0.6,0.3999999999999915,-0.39999999999999997,89.0,92.0,0.2,87.4,73.7,0.8,1.5999999999999943,-0.6000000000000001,0.3333333333333333,0.3333333333333333,0.0,-3.0,1.0,-8.200000000000003,9.400000000000006,-17.60000000000001,0,5,0.0,1,0
2023_1020_1634_1774,2023-24,2023-10-20 00:00:00+00:00,Rostock Seawolves,EWE Baskets Oldenburg,1774,1634,96.0,94.2,0.6,89.0,78.2,0.8,7.0,-0.20000000000000007,88.1,94.5,0.4,89.9,83.0,0.8,-1.8000000000000114,-0.4,0.6666666666666666,0.6666666666666666,0.0,1.0,3.0,1.7999999999999972,10.799999999999997,-9.0,0,2,0.0,1,0
2023_1021_19629_127,2023-24,2023-10-21 00:00:00+00:00,Ratiopharm Ulm,Veolia Towers Hamburg,127,19629,97.6,85.6,0.8,76.4,86.4,0.2,21.19999999999999,0.6000000000000001,94.5,90.1,0.6,77.0,90.2,0.3,17.5,0.3,1.0,0.3333333333333333,0.6666666666666667,3.0,-3.0,12.0,-10.0,22.0,6,6,1.0,1,1
2023_1021_2745_40,2023-24,2023-10-21 00:00:00+00:00,Basketball Loewen Braunschweig,FITOne Wuerzburg Baskets,40,2745,84.4,80.0,0.8,74.4,78.2,0.2,10.0,0.6000000000000001,82.7,79.2,0.6,71.0,78.2,0.2,11.700000000000003,0.39999999999999997,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.0,-3.0,4.400000000000006,-3.799999999999997,8.200000000000003,5,6,0.8333333333333334,1,0
2023_1021_41_1510,2023-24,2023-10-21 00:00:00+00:00,Telekom Baskets Bonn,MHP Riesen Ludwigsburg,1510,41,88.4,80.6,0.6,82.0,82.2,0.4,6.400000000000006,0.19999999999999996,88.7,73.4,0.8,83.0,83.4,0.5,5.700000000000003,0.30000000000000004,0.3333333333333333,0.3333333333333333,0.0,1.0,-1.0,7.800000000000011,-0.20000000000000284,8.000000000000014,2,6,0.3333333333333333,1,1
2023_1021_447_215,2023-24,2023-10-21 00:00:00+00:00,MLP Academics Heidelberg,Baskets Paderborn,215,447,88.0,92.6,0.2,81.33333333333333,92.66666666666667,0.3333333333333333,6.666666666666671,-0.1333333333333333,88.9,90.6,0.4,81.33333333333333,92.66666666666667,0.3333333333333333,7.566666666666677,0.06666666666666671,0.0,0.3333333333333333,-0.3333333333333333,-3.0,-1.0,-4.599999999999994,-11.333333333333343,6.7333333333333485,0,0,0.5,1,1
2023_1022_1791_214,2023-24,2023-10-22 00:00:00+00:00,BG Goettingen,NINERS Chemnitz,214,1791,85.4,87.2,0.6,88.0,82.0,0.6,-2.5999999999999943,0.0,85.3,86.7,0.6,89.1,82.1,0.7,-3.799999999999997,-0.09999999999999998,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1.0,1.0,-1.7999999999999972,6.0,-7.799999999999997,4,6,0.6666666666666666,1,0
2023_1022_450_132,2023-24,2023-10-22 00:00:00+00:00,Bamberg Baskets,SYNTAINICS MBC Weissenfels,132,450,89.0,103.8,0.2,78.0,90.4,0.2,11.0,0.0,89.2,98.4,0.2,89.1,94.4,0.2,0.10000000000000853,0.0,0.3333333333333333,0.0,0.3333333333333333,-3.0,-3.0,-14.799999999999997,-12.400000000000006,-2.3999999999999915,5,6,0.8333333333333334,1,1
2023_1022_2315_219,2023-24,2023-10-22 00:00:00+00:00,FC Bayern Muenchen Basketball,Merlins Crailsheim,219,2315,81.4,84.0,0.4,83.4,92.6,0.4,-2.0,0.0,83.6,80.9,0.6,81.5,87.8,0.3,2.0999999999999943,0.3,0.6666666666666666,0.3333333333333333,0.3333333333333333,-1.0,-1.0,-2.5999999999999943,-9.199999999999989,6.599999999999994,4,6,0.6666666666666666,1,1
2023_1022_10_2457,2023-24,2023-10-22 00:00:00+00:00,Rasta Vechta,ALBA Berlin,2457,10,93.4,74.4,1.0,92.4,81.4,0.8,1.0,0.19999999999999996,86.9,82.5,0.6,88.7,78.1,0.8,-1.7999999999999972,-0.20000000000000007,1.0,0.6666666666666666,0.33333333333333337,5.0,3.0,19.0,11.0,8.0,0,2,0.0,1,0
2023_1027_132_1634,2023-24,2023-10-27 00:00:00+00:00,EWE Baskets Oldenburg,Bamberg Baskets,1634,132,87.4,81.2,0.8,89.4,100.8,0.4,-2.0,0.4,90.2,83.0,0.8,88.7,96.4,0.3,1.5,0.5,1.0,0.3333333333333333,0.6666666666666667,3.0,-1.0,6.200000000000003,-11.399999999999991,17.599999999999994,5,6,0.8333333333333334,1,1
2023_1028_1791_450,2023-24,2023-10-28 00:00:00+00:00,SYNTAINICS MBC Weissenfels,NINERS Chemnitz,450,1791,80.4,88.8,0.2,87.6,77.4,0.8,-7.199999999999989,-0.6000000000000001,91.2,96.7,0.2,87.9,79.3,0.8,3.299999999999997,-0.6000000000000001,0.0,1.0,-1.0,-3.0,3.0,-8.399999999999991,10.199999999999989,-18.59999999999998,0,6,0.0,1,0
